Jan. 18, 2025   15:34:02
Cyclic Voltammetry
0.724, 8.581e-5
0.723, 8.220e-5
0.722, 7.860e-5
0.721, 7.502e-5
0.720, 7.146e-5
0.719, 6.792e-5
0.718, 6.439e-5
0.717, 6.089e-5
0.716, 5.742e-5
0.715, 5.398e-5
0.714, 5.057e-5
0.713, 4.718e-5
0.712, 4.382e-5
0.711, 4.048e-5
0.710, 3.718e-5
0.709, 3.391e-5
0.708, 3.066e-5
0.707, 2.741e-5
0.706, 2.417e-5
0.705, 2.095e-5
0.704, 1.774e-5
0.703, 1.455e-5
0.702, 1.139e-5
0.701, 8.257e-6
0.700, 5.137e-6
0.699, 2.028e-6
0.698, -1.074e-6
0.697, -4.168e-6
0.696, -7.249e-6
0.695, -1.030e-5
0.694, -1.332e-5
0.693, -1.630e-5
0.692, -1.926e-5
0.691, -2.221e-5
0.690, -2.514e-5
0.689, -2.805e-5
0.688, -3.094e-5
0.687, -3.381e-5
0.686, -3.666e-5
0.685, -3.951e-5
0.684, -4.235e-5
0.683, -4.516e-5
0.682, -4.795e-5
0.681, -5.072e-5
0.680, -5.346e-5
0.679, -5.619e-5
0.678, -5.890e-5
0.677, -6.158e-5
0.676, -6.425e-5
0.675, -6.689e-5
0.674, -6.952e-5
0.673, -7.214e-5
0.672, -7.474e-5
0.671, -7.733e-5
0.670, -7.990e-5
0.669, -8.246e-5
0.668, -8.501e-5
0.667, -8.754e-5
0.666, -9.006e-5
0.665, -9.255e-5
0.664, -9.502e-5
0.663, -9.746e-5
0.662, -9.988e-5
0.661, -1.023e-4
0.660, -1.047e-4
0.659, -1.071e-4
0.658, -1.094e-4
0.657, -1.118e-4
0.656, -1.141e-4
0.655, -1.164e-4
0.654, -1.187e-4
0.653, -1.209e-4
0.652, -1.232e-4
0.651, -1.254e-4
0.650, -1.276e-4
0.649, -1.298e-4
0.648, -1.320e-4
0.647, -1.342e-4
0.646, -1.364e-4
0.645, -1.385e-4
0.644, -1.406e-4
0.643, -1.428e-4
0.642, -1.449e-4
0.641, -1.469e-4
0.640, -1.490e-4
0.639, -1.511e-4
0.638, -1.531e-4
0.637, -1.552e-4
0.636, -1.572e-4
0.635, -1.592e-4
0.634, -1.612e-4
0.633, -1.632e-4
0.632, -1.652e-4
0.631, -1.672e-4
0.630, -1.691e-4
0.629, -1.710e-4
0.628, -1.729e-4
0.627, -1.748e-4
0.626, -1.767e-4
0.625, -1.785e-4
0.624, -1.804e-4
0.623, -1.822e-4
0.622, -1.840e-4
0.621, -1.858e-4
0.620, -1.876e-4
0.619, -1.894e-4
0.618, -1.912e-4
0.617, -1.929e-4
0.616, -1.947e-4
0.615, -1.964e-4
0.614, -1.982e-4
0.613, -1.999e-4
0.612, -2.016e-4
0.611, -2.033e-4
0.610, -2.050e-4
0.609, -2.066e-4
0.608, -2.083e-4
0.607, -2.099e-4
0.606, -2.115e-4
0.605, -2.132e-4
0.604, -2.148e-4
0.603, -2.163e-4
0.602, -2.179e-4
0.601, -2.195e-4
0.600, -2.210e-4
0.599, -2.226e-4
0.598, -2.241e-4
0.597, -2.256e-4
0.596, -2.271e-4
0.595, -2.286e-4
0.594, -2.301e-4
0.593, -2.316e-4
0.592, -2.330e-4
0.591, -2.345e-4
0.590, -2.359e-4
0.589, -2.374e-4
0.588, -2.388e-4
0.587, -2.402e-4
0.586, -2.417e-4
0.585, -2.431e-4
0.584, -2.445e-4
0.583, -2.459e-4
0.582, -2.472e-4
0.581, -2.486e-4
0.580, -2.499e-4
0.579, -2.513e-4
0.578, -2.526e-4
0.577, -2.539e-4
0.576, -2.552e-4
0.575, -2.565e-4
0.574, -2.578e-4
0.573, -2.590e-4
0.572, -2.603e-4
0.571, -2.616e-4
0.570, -2.628e-4
0.569, -2.641e-4
0.568, -2.653e-4
0.567, -2.665e-4
0.566, -2.677e-4
0.565, -2.689e-4
0.564, -2.701e-4
0.563, -2.713e-4
0.562, -2.725e-4
0.561, -2.737e-4
0.560, -2.748e-4
0.559, -2.760e-4
0.558, -2.771e-4
0.557, -2.783e-4
0.556, -2.794e-4
0.555, -2.804e-4
0.554, -2.815e-4
0.553, -2.826e-4
0.552, -2.837e-4
0.551, -2.848e-4
0.550, -2.859e-4
0.549, -2.869e-4
0.548, -2.880e-4
0.547, -2.891e-4
0.546, -2.901e-4
0.545, -2.912e-4
0.544, -2.922e-4
0.543, -2.933e-4
0.542, -2.943e-4
0.541, -2.953e-4
0.540, -2.963e-4
0.539, -2.973e-4
0.538, -2.983e-4
0.537, -2.993e-4
0.536, -3.002e-4
0.535, -3.012e-4
0.534, -3.022e-4
0.533, -3.031e-4
0.532, -3.041e-4
0.531, -3.050e-4
0.530, -3.059e-4
0.529, -3.069e-4
0.528, -3.078e-4
0.527, -3.087e-4
0.526, -3.096e-4
0.525, -3.105e-4
0.524, -3.114e-4
0.523, -3.123e-4
0.522, -3.132e-4
0.521, -3.141e-4
0.520, -3.149e-4
0.519, -3.158e-4
0.518, -3.167e-4
0.517, -3.175e-4
0.516, -3.183e-4
0.515, -3.192e-4
0.514, -3.200e-4
0.513, -3.209e-4
0.512, -3.218e-4
0.511, -3.226e-4
0.510, -3.234e-4
0.509, -3.243e-4
0.508, -3.250e-4
0.507, -3.258e-4
0.506, -3.266e-4
0.505, -3.274e-4
0.504, -3.282e-4
0.503, -3.289e-4
0.502, -3.297e-4
0.501, -3.304e-4
0.500, -3.312e-4
0.499, -3.319e-4
0.498, -3.327e-4
0.497, -3.334e-4
0.496, -3.341e-4
0.495, -3.348e-4
0.494, -3.355e-4
0.493, -3.362e-4
0.492, -3.369e-4
0.491, -3.376e-4
0.490, -3.383e-4
0.489, -3.390e-4
0.488, -3.397e-4
0.487, -3.404e-4
0.486, -3.410e-4
0.485, -3.417e-4
0.484, -3.423e-4
0.483, -3.430e-4
0.482, -3.437e-4
0.481, -3.443e-4
0.480, -3.449e-4
0.479, -3.456e-4
0.478, -3.462e-4
0.477, -3.468e-4
0.476, -3.474e-4
0.475, -3.480e-4
0.474, -3.487e-4
0.473, -3.493e-4
0.472, -3.499e-4
0.471, -3.504e-4
0.470, -3.510e-4
0.469, -3.516e-4
0.468, -3.522e-4
0.467, -3.528e-4
0.466, -3.534e-4
0.465, -3.539e-4
0.464, -3.545e-4
0.463, -3.550e-4
0.462, -3.556e-4
0.461, -3.561e-4
0.460, -3.567e-4
0.459, -3.572e-4
0.458, -3.578e-4
0.457, -3.583e-4
0.456, -3.588e-4
0.455, -3.594e-4
0.454, -3.599e-4
0.453, -3.604e-4
0.452, -3.609e-4
0.451, -3.614e-4
0.450, -3.619e-4
0.449, -3.624e-4
0.448, -3.629e-4
0.447, -3.634e-4
0.446, -3.639e-4
0.445, -3.643e-4
0.444, -3.648e-4
0.443, -3.653e-4
0.442, -3.657e-4
0.441, -3.662e-4
0.440, -3.667e-4
0.439, -3.671e-4
0.438, -3.675e-4
0.437, -3.680e-4
0.436, -3.684e-4
0.435, -3.689e-4
0.434, -3.693e-4
0.433, -3.697e-4
0.432, -3.702e-4
0.431, -3.706e-4
0.430, -3.710e-4
0.429, -3.714e-4
0.428, -3.719e-4
0.427, -3.723e-4
0.426, -3.727e-4
0.425, -3.730e-4
0.424, -3.734e-4
0.423, -3.738e-4
0.422, -3.742e-4
0.421, -3.746e-4
0.420, -3.750e-4
0.419, -3.754e-4
0.418, -3.757e-4
0.417, -3.761e-4
0.416, -3.765e-4
0.415, -3.768e-4
0.414, -3.772e-4
0.413, -3.775e-4
0.412, -3.779e-4
0.411, -3.783e-4
0.410, -3.786e-4
0.409, -3.790e-4
0.408, -3.794e-4
0.407, -3.797e-4
0.406, -3.801e-4
0.405, -3.804e-4
0.404, -3.807e-4
0.403, -3.811e-4
0.402, -3.814e-4
0.401, -3.817e-4
0.400, -3.820e-4
0.399, -3.823e-4
0.398, -3.827e-4
0.397, -3.830e-4
0.396, -3.833e-4
0.395, -3.836e-4
0.394, -3.839e-4
0.393, -3.842e-4
0.392, -3.845e-4
0.391, -3.848e-4
0.390, -3.851e-4
0.389, -3.853e-4
0.388, -3.856e-4
0.387, -3.859e-4
0.386, -3.862e-4
0.385, -3.864e-4
0.384, -3.867e-4
0.383, -3.870e-4
0.382, -3.873e-4
0.381, -3.876e-4
0.380, -3.878e-4
0.379, -3.881e-4
0.378, -3.884e-4
0.377, -3.886e-4
0.376, -3.889e-4
0.375, -3.892e-4
0.374, -3.894e-4
0.373, -3.897e-4
0.372, -3.899e-4
0.371, -3.902e-4
0.370, -3.904e-4
0.369, -3.907e-4
0.368, -3.909e-4
0.367, -3.912e-4
0.366, -3.914e-4
0.365, -3.917e-4
0.364, -3.919e-4
0.363, -3.922e-4
0.362, -3.924e-4
0.361, -3.927e-4
0.360, -3.929e-4
0.359, -3.932e-4
0.358, -3.934e-4
0.357, -3.936e-4
0.356, -3.939e-4
0.355, -3.941e-4
0.354, -3.944e-4
0.353, -3.946e-4
0.352, -3.948e-4
0.351, -3.951e-4
0.350, -3.953e-4
0.349, -3.955e-4
0.348, -3.958e-4
0.347, -3.960e-4
0.346, -3.963e-4
0.345, -3.965e-4
0.344, -3.967e-4
0.343, -3.970e-4
0.342, -3.972e-4
0.341, -3.974e-4
0.340, -3.977e-4
0.339, -3.979e-4
0.338, -3.981e-4
0.337, -3.983e-4
0.336, -3.986e-4
0.335, -3.988e-4
0.334, -3.990e-4
0.333, -3.993e-4
0.332, -3.995e-4
0.331, -3.998e-4
0.330, -4.001e-4
0.329, -4.003e-4
0.328, -4.005e-4
0.327, -4.008e-4
0.326, -4.010e-4
0.325, -4.012e-4
0.324, -4.015e-4
0.323, -4.017e-4
0.322, -4.020e-4
0.321, -4.022e-4
0.320, -4.024e-4
0.319, -4.027e-4
0.318, -4.029e-4
0.317, -4.032e-4
0.316, -4.034e-4
0.315, -4.036e-4
0.314, -4.039e-4
0.313, -4.041e-4
0.312, -4.044e-4
0.311, -4.046e-4
0.310, -4.049e-4
0.309, -4.051e-4
0.308, -4.054e-4
0.307, -4.057e-4
0.306, -4.060e-4
0.305, -4.063e-4
0.304, -4.065e-4
0.303, -4.068e-4
0.302, -4.070e-4
0.301, -4.073e-4
0.300, -4.076e-4
0.299, -4.078e-4
0.298, -4.081e-4
0.297, -4.084e-4
0.296, -4.086e-4
0.295, -4.089e-4
0.294, -4.092e-4
0.293, -4.095e-4
0.292, -4.097e-4
0.291, -4.100e-4
0.290, -4.103e-4
0.289, -4.106e-4
0.288, -4.109e-4
0.287, -4.112e-4
0.286, -4.115e-4
0.285, -4.118e-4
0.284, -4.121e-4
0.283, -4.123e-4
0.282, -4.126e-4
0.281, -4.129e-4
0.280, -4.132e-4
0.279, -4.135e-4
0.278, -4.138e-4
0.277, -4.141e-4
0.276, -4.145e-4
0.275, -4.148e-4
0.274, -4.151e-4
0.273, -4.154e-4
0.272, -4.157e-4
0.271, -4.161e-4
0.270, -4.164e-4
0.269, -4.167e-4
0.268, -4.170e-4
0.267, -4.174e-4
0.266, -4.177e-4
0.265, -4.180e-4
0.264, -4.184e-4
0.263, -4.187e-4
0.262, -4.191e-4
0.261, -4.194e-4
0.260, -4.198e-4
0.259, -4.201e-4
0.258, -4.205e-4
0.257, -4.208e-4
0.256, -4.212e-4
0.255, -4.216e-4
0.254, -4.219e-4
0.253, -4.223e-4
0.252, -4.227e-4
0.251, -4.231e-4
0.250, -4.234e-4
0.249, -4.238e-4
0.248, -4.242e-4
0.247, -4.246e-4
0.246, -4.250e-4
0.245, -4.254e-4
0.244, -4.257e-4
0.243, -4.261e-4
0.242, -4.265e-4
0.241, -4.269e-4
0.240, -4.273e-4
0.239, -4.277e-4
0.238, -4.282e-4
0.237, -4.286e-4
0.236, -4.290e-4
0.235, -4.294e-4
0.234, -4.298e-4
0.233, -4.302e-4
0.232, -4.307e-4
0.231, -4.311e-4
0.230, -4.315e-4
0.229, -4.320e-4
0.228, -4.324e-4
0.227, -4.328e-4
0.226, -4.333e-4
0.225, -4.337e-4
0.224, -4.342e-4
0.223, -4.346e-4
0.222, -4.351e-4
0.221, -4.355e-4
0.220, -4.360e-4
0.219, -4.364e-4
0.218, -4.369e-4
0.217, -4.373e-4
0.216, -4.377e-4
0.215, -4.382e-4
0.214, -4.386e-4
0.213, -4.391e-4
0.212, -4.396e-4
0.211, -4.401e-4
0.210, -4.405e-4
0.209, -4.410e-4
0.208, -4.415e-4
0.207, -4.420e-4
0.206, -4.425e-4
0.205, -4.430e-4
0.204, -4.435e-4
0.203, -4.440e-4
0.202, -4.445e-4
0.201, -4.450e-4
0.200, -4.455e-4
0.199, -4.460e-4
0.198, -4.465e-4
0.197, -4.470e-4
0.196, -4.475e-4
0.195, -4.481e-4
0.194, -4.486e-4
0.193, -4.491e-4
0.192, -4.496e-4
0.191, -4.501e-4
0.190, -4.507e-4
0.189, -4.512e-4
0.188, -4.517e-4
0.187, -4.522e-4
0.186, -4.528e-4
0.185, -4.533e-4
0.184, -4.539e-4
0.183, -4.544e-4
0.182, -4.549e-4
0.181, -4.555e-4
0.180, -4.560e-4
0.179, -4.566e-4
0.178, -4.571e-4
0.177, -4.576e-4
0.176, -4.582e-4
0.175, -4.587e-4
0.174, -4.593e-4
0.173, -4.599e-4
0.172, -4.604e-4
0.171, -4.610e-4
0.170, -4.615e-4
0.169, -4.621e-4
0.168, -4.627e-4
0.167, -4.632e-4
0.166, -4.638e-4
0.165, -4.643e-4
0.164, -4.649e-4
0.163, -4.655e-4
0.162, -4.661e-4
0.161, -4.666e-4
0.160, -4.672e-4
0.159, -4.678e-4
0.158, -4.684e-4
0.157, -4.689e-4
0.156, -4.695e-4
0.155, -4.701e-4
0.154, -4.707e-4
0.153, -4.713e-4
0.152, -4.719e-4
0.151, -4.725e-4
0.150, -4.730e-4
0.149, -4.736e-4
0.148, -4.742e-4
0.147, -4.748e-4
0.146, -4.754e-4
0.145, -4.760e-4
0.144, -4.766e-4
0.143, -4.772e-4
0.142, -4.778e-4
0.141, -4.784e-4
0.140, -4.790e-4
0.139, -4.797e-4
0.138, -4.803e-4
0.137, -4.809e-4
0.136, -4.814e-4
0.135, -4.820e-4
0.134, -4.826e-4
0.133, -4.832e-4
0.132, -4.838e-4
0.131, -4.844e-4
0.130, -4.850e-4
0.129, -4.857e-4
0.128, -4.863e-4
0.127, -4.869e-4
0.126, -4.875e-4
0.125, -4.881e-4
0.124, -4.887e-4
0.123, -4.893e-4
0.122, -4.899e-4
0.121, -4.905e-4
0.120, -4.911e-4
0.119, -4.917e-4
0.118, -4.923e-4
0.117, -4.929e-4
0.116, -4.935e-4
0.115, -4.941e-4
0.114, -4.947e-4
0.113, -4.953e-4
0.112, -4.959e-4
0.111, -4.965e-4
0.110, -4.971e-4
0.109, -4.977e-4
0.108, -4.983e-4
0.107, -4.989e-4
0.106, -4.995e-4
0.105, -5.001e-4
0.104, -5.008e-4
0.103, -5.014e-4
0.102, -5.020e-4
0.101, -5.026e-4
0.100, -5.032e-4
0.099, -5.038e-4
0.098, -5.044e-4
0.097, -5.050e-4
0.096, -5.056e-4
0.095, -5.062e-4
0.094, -5.069e-4
0.093, -5.075e-4
0.092, -5.081e-4
0.091, -5.087e-4
0.090, -5.093e-4
0.089, -5.099e-4
0.088, -5.105e-4
0.087, -5.111e-4
0.086, -5.116e-4
0.085, -5.122e-4
0.084, -5.128e-4
0.083, -5.134e-4
0.082, -5.140e-4
0.081, -5.146e-4
0.080, -5.152e-4
0.079, -5.158e-4
0.078, -5.164e-4
0.077, -5.170e-4
0.076, -5.176e-4
0.075, -5.182e-4
0.074, -5.188e-4
0.073, -5.194e-4
0.072, -5.200e-4
0.071, -5.206e-4
0.070, -5.212e-4
0.069, -5.218e-4
0.068, -5.223e-4
0.067, -5.229e-4
0.066, -5.235e-4
0.065, -5.241e-4
0.064, -5.247e-4
0.063, -5.253e-4
0.062, -5.258e-4
0.061, -5.264e-4
0.060, -5.270e-4
0.059, -5.276e-4
0.058, -5.282e-4
0.057, -5.287e-4
0.056, -5.293e-4
0.055, -5.299e-4
0.054, -5.305e-4
0.053, -5.310e-4
0.052, -5.316e-4
0.051, -5.322e-4
0.050, -5.328e-4
0.049, -5.333e-4
0.048, -5.339e-4
0.047, -5.345e-4
0.046, -5.350e-4
0.045, -5.356e-4
0.044, -5.362e-4
0.043, -5.367e-4
0.042, -5.373e-4
0.041, -5.378e-4
0.040, -5.384e-4
0.039, -5.390e-4
0.038, -5.395e-4
0.037, -5.401e-4
0.036, -5.406e-4
0.035, -5.412e-4
0.034, -5.417e-4
0.033, -5.423e-4
0.032, -5.428e-4
0.031, -5.434e-4
0.030, -5.439e-4
0.029, -5.445e-4
0.028, -5.450e-4
0.027, -5.455e-4
0.026, -5.461e-4
0.025, -5.466e-4
0.024, -5.472e-4
0.023, -5.477e-4
0.022, -5.483e-4
0.021, -5.488e-4
0.020, -5.494e-4
0.019, -5.499e-4
0.018, -5.504e-4
0.017, -5.510e-4
0.016, -5.515e-4
0.015, -5.520e-4
0.014, -5.525e-4
0.013, -5.530e-4
0.012, -5.536e-4
0.011, -5.541e-4
0.010, -5.546e-4
0.009, -5.551e-4
0.008, -5.557e-4
0.007, -5.562e-4
0.006, -5.567e-4
0.005, -5.573e-4
0.004, -5.578e-4
0.003, -5.583e-4
0.002, -5.588e-4
0.001, -5.594e-4
0.000, -5.599e-4
-0.001, -5.604e-4
-0.002, -5.610e-4
-0.003, -5.615e-4
-0.004, -5.620e-4
-0.005, -5.624e-4
-0.006, -5.629e-4
-0.007, -5.634e-4
-0.008, -5.639e-4
-0.009, -5.644e-4
-0.010, -5.649e-4
-0.011, -5.654e-4
-0.012, -5.658e-4
-0.013, -5.663e-4
-0.014, -5.668e-4
-0.015, -5.673e-4
-0.016, -5.678e-4
-0.017, -5.682e-4
-0.018, -5.687e-4
-0.019, -5.692e-4
-0.020, -5.696e-4
-0.021, -5.701e-4
-0.022, -5.705e-4
-0.023, -5.710e-4
-0.024, -5.714e-4
-0.025, -5.719e-4
-0.026, -5.723e-4
-0.027, -5.728e-4
-0.028, -5.732e-4
-0.029, -5.737e-4
-0.030, -5.741e-4
-0.031, -5.745e-4
-0.032, -5.750e-4
-0.033, -5.754e-4
-0.034, -5.758e-4
-0.035, -5.763e-4
-0.036, -5.767e-4
-0.037, -5.771e-4
-0.038, -5.775e-4
-0.039, -5.779e-4
-0.040, -5.784e-4
-0.041, -5.788e-4
-0.042, -5.792e-4
-0.043, -5.796e-4
-0.044, -5.800e-4
-0.045, -5.804e-4
-0.046, -5.808e-4
-0.047, -5.812e-4
-0.048, -5.816e-4
-0.049, -5.820e-4
-0.050, -5.824e-4
-0.051, -5.828e-4
-0.052, -5.832e-4
-0.053, -5.836e-4
-0.054, -5.840e-4
-0.055, -5.844e-4
-0.056, -5.848e-4
-0.057, -5.852e-4
-0.058, -5.856e-4
-0.059, -5.859e-4
-0.060, -5.863e-4
-0.061, -5.867e-4
-0.062, -5.871e-4
-0.063, -5.874e-4
-0.064, -5.878e-4
-0.065, -5.882e-4
-0.066, -5.886e-4
-0.067, -5.889e-4
-0.068, -5.893e-4
-0.069, -5.896e-4
-0.070, -5.900e-4
-0.071, -5.904e-4
-0.072, -5.907e-4
-0.073, -5.911e-4
-0.074, -5.914e-4
-0.075, -5.917e-4
-0.076, -5.921e-4
-0.077, -5.925e-4
-0.078, -5.928e-4
-0.079, -5.931e-4
-0.080, -5.935e-4
-0.081, -5.938e-4
-0.082, -5.941e-4
-0.083, -5.944e-4
-0.084, -5.947e-4
-0.085, -5.950e-4
-0.086, -5.953e-4
-0.087, -5.956e-4
-0.088, -5.960e-4
-0.089, -5.963e-4
-0.090, -5.966e-4
-0.091, -5.969e-4
-0.092, -5.972e-4
-0.093, -5.975e-4
-0.094, -5.978e-4
-0.095, -5.981e-4
-0.096, -5.985e-4
-0.097, -5.988e-4
-0.098, -5.991e-4
-0.099, -5.994e-4
-0.100, -5.996e-4
-0.101, -5.999e-4
-0.102, -6.002e-4
-0.103, -6.006e-4
-0.104, -6.009e-4
-0.105, -6.011e-4
-0.106, -6.014e-4
-0.107, -6.017e-4
-0.108, -6.020e-4
-0.109, -6.023e-4
-0.110, -6.025e-4
-0.111, -6.028e-4
-0.112, -6.031e-4
-0.113, -6.033e-4
-0.114, -6.036e-4
-0.115, -6.038e-4
-0.116, -6.041e-4
-0.117, -6.044e-4
-0.118, -6.046e-4
-0.119, -6.048e-4
-0.120, -6.051e-4
-0.121, -6.053e-4
-0.122, -6.056e-4
-0.123, -6.058e-4
-0.124, -6.060e-4
-0.125, -6.063e-4
-0.126, -6.065e-4
-0.127, -6.067e-4
-0.128, -6.070e-4
-0.129, -6.072e-4
-0.130, -6.074e-4
-0.131, -6.076e-4
-0.132, -6.078e-4
-0.133, -6.080e-4
-0.134, -6.082e-4
-0.135, -6.085e-4
-0.136, -6.087e-4
-0.137, -6.089e-4
-0.138, -6.091e-4
-0.139, -6.093e-4
-0.140, -6.095e-4
-0.141, -6.097e-4
-0.142, -6.099e-4
-0.143, -6.101e-4
-0.144, -6.103e-4
-0.145, -6.104e-4
-0.146, -6.106e-4
-0.147, -6.108e-4
-0.148, -6.110e-4
-0.149, -6.112e-4
-0.150, -6.114e-4
-0.151, -6.115e-4
-0.152, -6.117e-4
-0.153, -6.119e-4
-0.154, -6.121e-4
-0.155, -6.122e-4
-0.156, -6.124e-4
-0.157, -6.126e-4
-0.158, -6.128e-4
-0.159, -6.129e-4
-0.160, -6.131e-4
-0.161, -6.132e-4
-0.162, -6.134e-4
-0.163, -6.136e-4
-0.164, -6.137e-4
-0.165, -6.139e-4
-0.166, -6.140e-4
-0.167, -6.142e-4
-0.168, -6.143e-4
-0.169, -6.145e-4
-0.170, -6.146e-4
-0.171, -6.148e-4
-0.172, -6.149e-4
-0.173, -6.151e-4
-0.174, -6.152e-4
-0.175, -6.153e-4
-0.176, -6.155e-4
-0.177, -6.156e-4
-0.178, -6.157e-4
-0.179, -6.158e-4
-0.180, -6.160e-4
-0.181, -6.161e-4
-0.182, -6.163e-4
-0.183, -6.164e-4
-0.184, -6.165e-4
-0.185, -6.166e-4
-0.186, -6.168e-4
-0.187, -6.169e-4
-0.188, -6.170e-4
-0.189, -6.171e-4
-0.190, -6.173e-4
-0.191, -6.174e-4
-0.192, -6.175e-4
-0.193, -6.176e-4
-0.194, -6.177e-4
-0.195, -6.178e-4
-0.196, -6.179e-4
-0.197, -6.181e-4
-0.198, -6.182e-4
-0.199, -6.183e-4
-0.200, -6.184e-4
-0.201, -6.185e-4
-0.202, -6.186e-4
-0.203, -6.187e-4
-0.204, -6.188e-4
-0.205, -6.189e-4
-0.206, -6.190e-4
-0.207, -6.191e-4
-0.208, -6.192e-4
-0.209, -6.193e-4
-0.210, -6.194e-4
-0.211, -6.195e-4
-0.212, -6.196e-4
-0.213, -6.197e-4
-0.214, -6.198e-4
-0.215, -6.198e-4
-0.216, -6.199e-4
-0.217, -6.200e-4
-0.218, -6.201e-4
-0.219, -6.202e-4
-0.220, -6.203e-4
-0.221, -6.203e-4
-0.222, -6.204e-4
-0.223, -6.205e-4
-0.224, -6.206e-4
-0.225, -6.207e-4
-0.226, -6.207e-4
-0.227, -6.208e-4
-0.228, -6.209e-4
-0.229, -6.209e-4
-0.230, -6.210e-4
-0.231, -6.211e-4
-0.232, -6.211e-4
-0.233, -6.212e-4
-0.234, -6.213e-4
-0.235, -6.213e-4
-0.236, -6.214e-4
-0.237, -6.214e-4
-0.238, -6.215e-4
-0.239, -6.215e-4
-0.240, -6.216e-4
-0.241, -6.216e-4
-0.242, -6.217e-4
-0.243, -6.217e-4
-0.244, -6.218e-4
-0.245, -6.218e-4
-0.246, -6.219e-4
-0.247, -6.219e-4
-0.248, -6.219e-4
-0.249, -6.220e-4
-0.250, -6.220e-4
-0.251, -6.221e-4
-0.252, -6.221e-4
-0.253, -6.222e-4
-0.254, -6.222e-4
-0.255, -6.222e-4
-0.256, -6.223e-4
-0.257, -6.223e-4
-0.258, -6.224e-4
-0.259, -6.224e-4
-0.260, -6.225e-4
-0.261, -6.225e-4
-0.262, -6.225e-4
-0.263, -6.226e-4
-0.264, -6.226e-4
-0.265, -6.227e-4
-0.266, -6.227e-4
-0.267, -6.227e-4
-0.268, -6.227e-4
-0.269, -6.228e-4
-0.270, -6.228e-4
-0.271, -6.229e-4
-0.272, -6.229e-4
-0.273, -6.229e-4
-0.274, -6.230e-4
-0.275, -6.230e-4
