Jan. 18, 2025   15:20:09
0.739, 1.490e-4
0.738, 1.450e-4
0.737, 1.410e-4
0.736, 1.371e-4
0.735, 1.332e-4
0.734, 1.294e-4
0.733, 1.255e-4
0.732, 1.217e-4
0.731, 1.178e-4
0.730, 1.140e-4
0.729, 1.103e-4
0.728, 1.065e-4
0.727, 1.028e-4
0.726, 9.905e-5
0.725, 9.538e-5
0.724, 9.173e-5
0.723, 8.810e-5
0.722, 8.449e-5
0.721, 8.090e-5
0.720, 7.732e-5
0.719, 7.374e-5
0.718, 7.017e-5
0.717, 6.662e-5
0.716, 6.309e-5
0.715, 5.960e-5
0.714, 5.615e-5
0.713, 5.273e-5
0.712, 4.933e-5
0.711, 4.594e-5
0.710, 4.258e-5
0.709, 3.926e-5
0.708, 3.597e-5
0.707, 3.272e-5
0.706, 2.947e-5
0.705, 2.622e-5
0.704, 2.297e-5
0.703, 1.975e-5
0.702, 1.655e-5
0.701, 1.338e-5
0.700, 1.022e-5
0.699, 7.085e-6
0.698, 3.957e-6
0.697, 8.405e-7
0.696, -2.262e-6
0.695, -5.352e-6
0.694, -8.422e-6
0.693, -1.147e-5
0.692, -1.448e-5
0.691, -1.747e-5
0.690, -2.044e-5
0.689, -2.338e-5
0.688, -2.631e-5
0.687, -2.922e-5
0.686, -3.211e-5
0.685, -3.499e-5
0.684, -3.785e-5
0.683, -4.070e-5
0.682, -4.353e-5
0.681, -4.634e-5
0.680, -4.913e-5
0.679, -5.190e-5
0.678, -5.466e-5
0.677, -5.740e-5
0.676, -6.011e-5
0.675, -6.280e-5
0.674, -6.547e-5
0.673, -6.812e-5
0.672, -7.076e-5
0.671, -7.338e-5
0.670, -7.598e-5
0.669, -7.857e-5
0.668, -8.116e-5
0.667, -8.373e-5
0.666, -8.629e-5
0.665, -8.884e-5
0.664, -9.136e-5
0.663, -9.385e-5
0.662, -9.632e-5
0.661, -9.877e-5
0.660, -1.012e-4
0.659, -1.036e-4
0.658, -1.060e-4
0.657, -1.084e-4
0.656, -1.108e-4
0.655, -1.131e-4
0.654, -1.155e-4
0.653, -1.178e-4
0.652, -1.201e-4
0.651, -1.223e-4
0.650, -1.245e-4
0.649, -1.268e-4
0.648, -1.290e-4
0.647, -1.312e-4
0.646, -1.335e-4
0.645, -1.357e-4
0.644, -1.378e-4
0.643, -1.400e-4
0.642, -1.421e-4
0.641, -1.443e-4
0.640, -1.464e-4
0.639, -1.485e-4
0.638, -1.506e-4
0.637, -1.526e-4
0.636, -1.547e-4
0.635, -1.567e-4
0.634, -1.588e-4
0.633, -1.608e-4
0.632, -1.628e-4
0.631, -1.649e-4
0.630, -1.668e-4
0.629, -1.688e-4
0.628, -1.708e-4
0.627, -1.727e-4
0.626, -1.746e-4
0.625, -1.765e-4
0.624, -1.784e-4
0.623, -1.803e-4
0.622, -1.821e-4
0.621, -1.840e-4
0.620, -1.858e-4
0.619, -1.876e-4
0.618, -1.894e-4
0.617, -1.912e-4
0.616, -1.930e-4
0.615, -1.948e-4
0.614, -1.966e-4
0.613, -1.983e-4
0.612, -2.001e-4
0.611, -2.018e-4
0.610, -2.035e-4
0.609, -2.053e-4
0.608, -2.069e-4
0.607, -2.086e-4
0.606, -2.103e-4
0.605, -2.119e-4
0.604, -2.136e-4
0.603, -2.152e-4
0.602, -2.168e-4
0.601, -2.184e-4
0.600, -2.200e-4
0.599, -2.216e-4
0.598, -2.232e-4
0.597, -2.247e-4
0.596, -2.263e-4
0.595, -2.278e-4
0.594, -2.293e-4
0.593, -2.308e-4
0.592, -2.323e-4
0.591, -2.338e-4
0.590, -2.353e-4
0.589, -2.368e-4
0.588, -2.382e-4
0.587, -2.397e-4
0.586, -2.412e-4
0.585, -2.426e-4
0.584, -2.440e-4
0.583, -2.455e-4
0.582, -2.469e-4
0.581, -2.483e-4
0.580, -2.496e-4
0.579, -2.510e-4
0.578, -2.524e-4
0.577, -2.537e-4
0.576, -2.551e-4
0.575, -2.564e-4
0.574, -2.577e-4
0.573, -2.590e-4
0.572, -2.603e-4
0.571, -2.616e-4
0.570, -2.629e-4
0.569, -2.641e-4
0.568, -2.654e-4
0.567, -2.667e-4
0.566, -2.679e-4
0.565, -2.691e-4
0.564, -2.703e-4
0.563, -2.716e-4
0.562, -2.728e-4
0.561, -2.740e-4
0.560, -2.752e-4
0.559, -2.764e-4
0.558, -2.775e-4
0.557, -2.787e-4
0.556, -2.798e-4
0.555, -2.809e-4
0.554, -2.820e-4
0.553, -2.831e-4
0.552, -2.843e-4
0.551, -2.854e-4
0.550, -2.865e-4
0.549, -2.876e-4
0.548, -2.887e-4
0.547, -2.898e-4
0.546, -2.908e-4
0.545, -2.919e-4
0.544, -2.930e-4
0.543, -2.940e-4
0.542, -2.951e-4
0.541, -2.961e-4
0.540, -2.971e-4
0.539, -2.981e-4
0.538, -2.992e-4
0.537, -3.002e-4
0.536, -3.012e-4
0.535, -3.021e-4
0.534, -3.031e-4
0.533, -3.041e-4
0.532, -3.051e-4
0.531, -3.060e-4
0.530, -3.070e-4
0.529, -3.079e-4
0.528, -3.089e-4
0.527, -3.098e-4
0.526, -3.107e-4
0.525, -3.117e-4
0.524, -3.126e-4
0.523, -3.135e-4
0.522, -3.144e-4
0.521, -3.153e-4
0.520, -3.161e-4
0.519, -3.170e-4
0.518, -3.179e-4
0.517, -3.188e-4
0.516, -3.196e-4
0.515, -3.205e-4
0.514, -3.214e-4
0.513, -3.223e-4
0.512, -3.231e-4
0.511, -3.240e-4
0.510, -3.248e-4
0.509, -3.256e-4
0.508, -3.264e-4
0.507, -3.272e-4
0.506, -3.280e-4
0.505, -3.288e-4
0.504, -3.296e-4
0.503, -3.304e-4
0.502, -3.312e-4
0.501, -3.319e-4
0.500, -3.327e-4
0.499, -3.334e-4
0.498, -3.342e-4
0.497, -3.349e-4
0.496, -3.356e-4
0.495, -3.364e-4
0.494, -3.371e-4
0.493, -3.378e-4
0.492, -3.385e-4
0.491, -3.392e-4
0.490, -3.399e-4
0.489, -3.406e-4
0.488, -3.413e-4
0.487, -3.420e-4
0.486, -3.427e-4
0.485, -3.433e-4
0.484, -3.440e-4
0.483, -3.447e-4
0.482, -3.453e-4
0.481, -3.460e-4
0.480, -3.466e-4
0.479, -3.472e-4
0.478, -3.479e-4
0.477, -3.485e-4
0.476, -3.491e-4
0.475, -3.498e-4
0.474, -3.504e-4
0.473, -3.510e-4
0.472, -3.516e-4
0.471, -3.522e-4
0.470, -3.528e-4
0.469, -3.534e-4
0.468, -3.540e-4
0.467, -3.546e-4
0.466, -3.551e-4
0.465, -3.557e-4
0.464, -3.563e-4
0.463, -3.568e-4
0.462, -3.574e-4
0.461, -3.580e-4
0.460, -3.585e-4
0.459, -3.591e-4
0.458, -3.596e-4
0.457, -3.601e-4
0.456, -3.607e-4
0.455, -3.612e-4
0.454, -3.617e-4
0.453, -3.622e-4
0.452, -3.627e-4
0.451, -3.632e-4
0.450, -3.637e-4
0.449, -3.642e-4
0.448, -3.647e-4
0.447, -3.652e-4
0.446, -3.657e-4
0.445, -3.662e-4
0.444, -3.667e-4
0.443, -3.671e-4
0.442, -3.676e-4
0.441, -3.680e-4
0.440, -3.685e-4
0.439, -3.690e-4
0.438, -3.694e-4
0.437, -3.698e-4
0.436, -3.703e-4
0.435, -3.707e-4
0.434, -3.712e-4
0.433, -3.716e-4
0.432, -3.720e-4
0.431, -3.725e-4
0.430, -3.729e-4
0.429, -3.733e-4
0.428, -3.737e-4
0.427, -3.741e-4
0.426, -3.745e-4
0.425, -3.749e-4
0.424, -3.753e-4
0.423, -3.757e-4
0.422, -3.760e-4
0.421, -3.764e-4
0.420, -3.768e-4
0.419, -3.772e-4
0.418, -3.775e-4
0.417, -3.779e-4
0.416, -3.783e-4
0.415, -3.786e-4
0.414, -3.790e-4
0.413, -3.793e-4
0.412, -3.797e-4
0.411, -3.800e-4
0.410, -3.804e-4
0.409, -3.808e-4
0.408, -3.812e-4
0.407, -3.816e-4
0.406, -3.819e-4
0.405, -3.822e-4
0.404, -3.825e-4
0.403, -3.828e-4
0.402, -3.832e-4
0.401, -3.835e-4
0.400, -3.838e-4
0.399, -3.841e-4
0.398, -3.844e-4
0.397, -3.847e-4
0.396, -3.850e-4
0.395, -3.853e-4
0.394, -3.856e-4
0.393, -3.859e-4
0.392, -3.862e-4
0.391, -3.865e-4
0.390, -3.868e-4
0.389, -3.871e-4
0.388, -3.874e-4
0.387, -3.876e-4
0.386, -3.879e-4
0.385, -3.882e-4
0.384, -3.885e-4
0.383, -3.887e-4
0.382, -3.890e-4
0.381, -3.893e-4
0.380, -3.896e-4
0.379, -3.898e-4
0.378, -3.901e-4
0.377, -3.904e-4
0.376, -3.906e-4
0.375, -3.909e-4
0.374, -3.911e-4
0.373, -3.914e-4
0.372, -3.917e-4
0.371, -3.919e-4
0.370, -3.922e-4
0.369, -3.924e-4
0.368, -3.927e-4
0.367, -3.929e-4
0.366, -3.932e-4
0.365, -3.934e-4
0.364, -3.937e-4
0.363, -3.939e-4
0.362, -3.941e-4
0.361, -3.944e-4
0.360, -3.946e-4
0.359, -3.949e-4
0.358, -3.951e-4
0.357, -3.953e-4
0.356, -3.956e-4
0.355, -3.958e-4
0.354, -3.961e-4
0.353, -3.963e-4
0.352, -3.966e-4
0.351, -3.968e-4
0.350, -3.970e-4
0.349, -3.973e-4
0.348, -3.975e-4
0.347, -3.977e-4
0.346, -3.980e-4
0.345, -3.982e-4
0.344, -3.984e-4
0.343, -3.987e-4
0.342, -3.989e-4
0.341, -3.992e-4
0.340, -3.994e-4
0.339, -3.997e-4
0.338, -3.999e-4
0.337, -4.002e-4
0.336, -4.004e-4
0.335, -4.006e-4
0.334, -4.009e-4
0.333, -4.011e-4
0.332, -4.013e-4
0.331, -4.016e-4
0.330, -4.018e-4
0.329, -4.020e-4
0.328, -4.023e-4
0.327, -4.025e-4
0.326, -4.028e-4
0.325, -4.030e-4
0.324, -4.033e-4
0.323, -4.035e-4
0.322, -4.037e-4
0.321, -4.040e-4
0.320, -4.042e-4
0.319, -4.045e-4
0.318, -4.047e-4
0.317, -4.049e-4
0.316, -4.052e-4
0.315, -4.054e-4
0.314, -4.057e-4
0.313, -4.059e-4
0.312, -4.062e-4
0.311, -4.064e-4
0.310, -4.067e-4
0.309, -4.069e-4
0.308, -4.072e-4
0.307, -4.075e-4
0.306, -4.078e-4
0.305, -4.080e-4
0.304, -4.083e-4
0.303, -4.086e-4
0.302, -4.088e-4
0.301, -4.091e-4
0.300, -4.094e-4
0.299, -4.097e-4
0.298, -4.099e-4
0.297, -4.102e-4
0.296, -4.105e-4
0.295, -4.108e-4
0.294, -4.110e-4
0.293, -4.113e-4
0.292, -4.116e-4
0.291, -4.119e-4
0.290, -4.122e-4
0.289, -4.125e-4
0.288, -4.127e-4
0.287, -4.130e-4
0.286, -4.133e-4
0.285, -4.136e-4
0.284, -4.139e-4
0.283, -4.142e-4
0.282, -4.145e-4
0.281, -4.148e-4
0.280, -4.151e-4
0.279, -4.154e-4
0.278, -4.157e-4
0.277, -4.160e-4
0.276, -4.164e-4
0.275, -4.167e-4
0.274, -4.170e-4
0.273, -4.173e-4
0.272, -4.176e-4
0.271, -4.180e-4
0.270, -4.183e-4
0.269, -4.186e-4
0.268, -4.189e-4
0.267, -4.193e-4
0.266, -4.196e-4
0.265, -4.200e-4
0.264, -4.203e-4
0.263, -4.207e-4
0.262, -4.210e-4
0.261, -4.214e-4
0.260, -4.217e-4
0.259, -4.221e-4
0.258, -4.224e-4
0.257, -4.228e-4
0.256, -4.231e-4
0.255, -4.235e-4
0.254, -4.239e-4
0.253, -4.243e-4
0.252, -4.246e-4
0.251, -4.250e-4
0.250, -4.254e-4
0.249, -4.258e-4
0.248, -4.262e-4
0.247, -4.265e-4
0.246, -4.269e-4
0.245, -4.273e-4
0.244, -4.277e-4
0.243, -4.281e-4
0.242, -4.285e-4
0.241, -4.289e-4
0.240, -4.293e-4
0.239, -4.297e-4
0.238, -4.302e-4
0.237, -4.306e-4
0.236, -4.310e-4
0.235, -4.314e-4
0.234, -4.318e-4
0.233, -4.323e-4
0.232, -4.327e-4
0.231, -4.331e-4
0.230, -4.335e-4
0.229, -4.340e-4
0.228, -4.344e-4
0.227, -4.349e-4
0.226, -4.353e-4
0.225, -4.358e-4
0.224, -4.362e-4
0.223, -4.367e-4
0.222, -4.371e-4
0.221, -4.375e-4
0.220, -4.379e-4
0.219, -4.384e-4
0.218, -4.388e-4
0.217, -4.393e-4
0.216, -4.397e-4
0.215, -4.402e-4
0.214, -4.407e-4
0.213, -4.412e-4
0.212, -4.417e-4
0.211, -4.421e-4
0.210, -4.426e-4
0.209, -4.431e-4
0.208, -4.436e-4
0.207, -4.441e-4
0.206, -4.446e-4
0.205, -4.451e-4
0.204, -4.456e-4
0.203, -4.461e-4
0.202, -4.466e-4
0.201, -4.471e-4
0.200, -4.476e-4
0.199, -4.481e-4
0.198, -4.487e-4
0.197, -4.492e-4
0.196, -4.497e-4
0.195, -4.502e-4
0.194, -4.507e-4
0.193, -4.513e-4
0.192, -4.518e-4
0.191, -4.523e-4
0.190, -4.528e-4
0.189, -4.534e-4
0.188, -4.539e-4
0.187, -4.544e-4
0.186, -4.550e-4
0.185, -4.555e-4
0.184, -4.561e-4
0.183, -4.566e-4
0.182, -4.571e-4
0.181, -4.577e-4
0.180, -4.582e-4
0.179, -4.588e-4
0.178, -4.593e-4
0.177, -4.599e-4
0.176, -4.604e-4
0.175, -4.610e-4
0.174, -4.615e-4
0.173, -4.621e-4
0.172, -4.627e-4
0.171, -4.632e-4
0.170, -4.638e-4
0.169, -4.644e-4
0.168, -4.649e-4
0.167, -4.655e-4
0.166, -4.661e-4
0.165, -4.666e-4
0.164, -4.672e-4
0.163, -4.678e-4
0.162, -4.684e-4
0.161, -4.689e-4
0.160, -4.695e-4
0.159, -4.701e-4
0.158, -4.707e-4
0.157, -4.713e-4
0.156, -4.719e-4
0.155, -4.724e-4
0.154, -4.730e-4
0.153, -4.736e-4
0.152, -4.742e-4
0.151, -4.748e-4
0.150, -4.754e-4
0.149, -4.760e-4
0.148, -4.766e-4
0.147, -4.772e-4
0.146, -4.778e-4
0.145, -4.784e-4
0.144, -4.790e-4
0.143, -4.796e-4
0.142, -4.802e-4
0.141, -4.809e-4
0.140, -4.815e-4
0.139, -4.821e-4
0.138, -4.826e-4
0.137, -4.832e-4
0.136, -4.838e-4
0.135, -4.845e-4
0.134, -4.851e-4
0.133, -4.857e-4
0.132, -4.863e-4
0.131, -4.869e-4
0.130, -4.875e-4
0.129, -4.881e-4
0.128, -4.887e-4
0.127, -4.893e-4
0.126, -4.899e-4
0.125, -4.905e-4
0.124, -4.911e-4
0.123, -4.917e-4
0.122, -4.923e-4
0.121, -4.929e-4
0.120, -4.935e-4
0.119, -4.941e-4
0.118, -4.947e-4
0.117, -4.953e-4
0.116, -4.960e-4
0.115, -4.966e-4
0.114, -4.972e-4
0.113, -4.978e-4
0.112, -4.984e-4
0.111, -4.990e-4
0.110, -4.996e-4
0.109, -5.002e-4
0.108, -5.008e-4
0.107, -5.014e-4
0.106, -5.020e-4
0.105, -5.026e-4
0.104, -5.032e-4
0.103, -5.039e-4
0.102, -5.045e-4
0.101, -5.051e-4
0.100, -5.057e-4
0.099, -5.063e-4
0.098, -5.069e-4
0.097, -5.075e-4
0.096, -5.082e-4
0.095, -5.088e-4
0.094, -5.094e-4
0.093, -5.100e-4
0.092, -5.106e-4
0.091, -5.112e-4
0.090, -5.118e-4
0.089, -5.124e-4
0.088, -5.130e-4
0.087, -5.136e-4
0.086, -5.142e-4
0.085, -5.148e-4
0.084, -5.154e-4
0.083, -5.160e-4
0.082, -5.166e-4
0.081, -5.173e-4
0.080, -5.179e-4
0.079, -5.185e-4
0.078, -5.191e-4
0.077, -5.197e-4
0.076, -5.203e-4
0.075, -5.209e-4
0.074, -5.215e-4
0.073, -5.221e-4
0.072, -5.227e-4
0.071, -5.233e-4
0.070, -5.239e-4
0.069, -5.245e-4
0.068, -5.250e-4
0.067, -5.256e-4
0.066, -5.262e-4
0.065, -5.268e-4
0.064, -5.274e-4
0.063, -5.280e-4
0.062, -5.286e-4
0.061, -5.292e-4
0.060, -5.298e-4
0.059, -5.304e-4
0.058, -5.310e-4
0.057, -5.316e-4
0.056, -5.322e-4
0.055, -5.328e-4
0.054, -5.333e-4
0.053, -5.339e-4
0.052, -5.345e-4
0.051, -5.351e-4
0.050, -5.357e-4
0.049, -5.363e-4
0.048, -5.369e-4
0.047, -5.374e-4
0.046, -5.380e-4
0.045, -5.386e-4
0.044, -5.392e-4
0.043, -5.398e-4
0.042, -5.404e-4
0.041, -5.409e-4
0.040, -5.415e-4
0.039, -5.421e-4
0.038, -5.427e-4
0.037, -5.433e-4
0.036, -5.438e-4
0.035, -5.444e-4
0.034, -5.450e-4
0.033, -5.456e-4
0.032, -5.461e-4
0.031, -5.467e-4
0.030, -5.473e-4
0.029, -5.479e-4
0.028, -5.484e-4
0.027, -5.490e-4
0.026, -5.496e-4
0.025, -5.502e-4
0.024, -5.507e-4
0.023, -5.513e-4
0.022, -5.518e-4
0.021, -5.524e-4
0.020, -5.530e-4
0.019, -5.536e-4
0.018, -5.541e-4
0.017, -5.547e-4
0.016, -5.552e-4
0.015, -5.558e-4
0.014, -5.564e-4
0.013, -5.570e-4
0.012, -5.575e-4
0.011, -5.581e-4
0.010, -5.587e-4
0.009, -5.592e-4
0.008, -5.598e-4
0.007, -5.603e-4
0.006, -5.609e-4
0.005, -5.614e-4
0.004, -5.620e-4
0.003, -5.625e-4
0.002, -5.630e-4
0.001, -5.636e-4
0.000, -5.642e-4
-0.001, -5.648e-4
-0.002, -5.654e-4
-0.003, -5.659e-4
-0.004, -5.664e-4
-0.005, -5.670e-4
-0.006, -5.675e-4
-0.007, -5.681e-4
-0.008, -5.686e-4
-0.009, -5.691e-4
-0.010, -5.696e-4
-0.011, -5.701e-4
-0.012, -5.706e-4
-0.013, -5.712e-4
-0.014, -5.717e-4
-0.015, -5.722e-4
-0.016, -5.727e-4
-0.017, -5.732e-4
-0.018, -5.737e-4
-0.019, -5.742e-4
-0.020, -5.748e-4
-0.021, -5.753e-4
-0.022, -5.758e-4
-0.023, -5.763e-4
-0.024, -5.768e-4
-0.025, -5.772e-4
-0.026, -5.777e-4
-0.027, -5.782e-4
-0.028, -5.787e-4
-0.029, -5.792e-4
-0.030, -5.797e-4
-0.031, -5.802e-4
-0.032, -5.807e-4
-0.033, -5.812e-4
-0.034, -5.817e-4
-0.035, -5.822e-4
-0.036, -5.826e-4
-0.037, -5.831e-4
-0.038, -5.836e-4
-0.039, -5.840e-4
-0.040, -5.845e-4
-0.041, -5.850e-4
-0.042, -5.854e-4
-0.043, -5.859e-4
-0.044, -5.864e-4
-0.045, -5.868e-4
-0.046, -5.873e-4
-0.047, -5.877e-4
-0.048, -5.882e-4
-0.049, -5.886e-4
-0.050, -5.891e-4
-0.051, -5.896e-4
-0.052, -5.900e-4
-0.053, -5.904e-4
-0.054, -5.909e-4
-0.055, -5.913e-4
-0.056, -5.918e-4
-0.057, -5.922e-4
-0.058, -5.927e-4
-0.059, -5.931e-4
-0.060, -5.935e-4
-0.061, -5.939e-4
-0.062, -5.943e-4
-0.063, -5.947e-4
-0.064, -5.951e-4
-0.065, -5.955e-4
-0.066, -5.959e-4
-0.067, -5.963e-4
-0.068, -5.968e-4
-0.069, -5.972e-4
-0.070, -5.976e-4
-0.071, -5.980e-4
-0.072, -5.984e-4
-0.073, -5.988e-4
-0.074, -5.992e-4
-0.075, -5.996e-4
-0.076, -6.000e-4
-0.077, -6.004e-4
-0.078, -6.008e-4
-0.079, -6.012e-4
-0.080, -6.016e-4
-0.081, -6.020e-4
-0.082, -6.024e-4
-0.083, -6.028e-4
-0.084, -6.031e-4
-0.085, -6.035e-4
-0.086, -6.039e-4
-0.087, -6.043e-4
-0.088, -6.046e-4
-0.089, -6.050e-4
-0.090, -6.054e-4
-0.091, -6.057e-4
-0.092, -6.061e-4
-0.093, -6.065e-4
-0.094, -6.068e-4
-0.095, -6.072e-4
-0.096, -6.075e-4
-0.097, -6.079e-4
-0.098, -6.082e-4
-0.099, -6.085e-4
-0.100, -6.089e-4
-0.101, -6.092e-4
-0.102, -6.096e-4
-0.103, -6.099e-4
-0.104, -6.103e-4
-0.105, -6.106e-4
-0.106, -6.110e-4
-0.107, -6.113e-4
-0.108, -6.116e-4
-0.109, -6.119e-4
-0.110, -6.123e-4
-0.111, -6.126e-4
-0.112, -6.129e-4
-0.113, -6.132e-4
-0.114, -6.135e-4
-0.115, -6.138e-4
-0.116, -6.141e-4
-0.117, -6.144e-4
-0.118, -6.147e-4
-0.119, -6.150e-4
-0.120, -6.152e-4
-0.121, -6.155e-4
-0.122, -6.158e-4
-0.123, -6.161e-4
-0.124, -6.164e-4
-0.125, -6.166e-4
-0.126, -6.169e-4
-0.127, -6.172e-4
-0.128, -6.174e-4
-0.129, -6.177e-4
-0.130, -6.180e-4
-0.131, -6.182e-4
-0.132, -6.185e-4
-0.133, -6.187e-4
-0.134, -6.190e-4
-0.135, -6.193e-4
-0.136, -6.195e-4
-0.137, -6.197e-4
-0.138, -6.200e-4
-0.139, -6.202e-4
-0.140, -6.205e-4
-0.141, -6.207e-4
-0.142, -6.209e-4
-0.143, -6.212e-4
-0.144, -6.214e-4
-0.145, -6.216e-4
-0.146, -6.219e-4
-0.147, -6.221e-4
-0.148, -6.223e-4
-0.149, -6.225e-4
-0.150, -6.227e-4
-0.151, -6.230e-4
-0.152, -6.232e-4
-0.153, -6.234e-4
-0.154, -6.236e-4
-0.155, -6.238e-4
-0.156, -6.240e-4
-0.157, -6.242e-4
-0.158, -6.244e-4
-0.159, -6.247e-4
-0.160, -6.249e-4
-0.161, -6.251e-4
-0.162, -6.253e-4
-0.163, -6.255e-4
-0.164, -6.257e-4
-0.165, -6.259e-4
-0.166, -6.260e-4
-0.167, -6.262e-4
-0.168, -6.264e-4
-0.169, -6.266e-4
-0.170, -6.268e-4
-0.171, -6.270e-4
-0.172, -6.272e-4
-0.173, -6.274e-4
-0.174, -6.276e-4
-0.175, -6.277e-4
-0.176, -6.279e-4
-0.177, -6.281e-4
-0.178, -6.282e-4
-0.179, -6.284e-4
-0.180, -6.286e-4
-0.181, -6.288e-4
-0.182, -6.290e-4
-0.183, -6.291e-4
-0.184, -6.293e-4
-0.185, -6.295e-4
-0.186, -6.296e-4
-0.187, -6.298e-4
-0.188, -6.300e-4
-0.189, -6.301e-4
-0.190, -6.303e-4
-0.191, -6.305e-4
-0.192, -6.306e-4
-0.193, -6.308e-4
-0.194, -6.310e-4
-0.195, -6.311e-4
-0.196, -6.313e-4
-0.197, -6.314e-4
-0.198, -6.316e-4
-0.199, -6.317e-4
-0.200, -6.319e-4
-0.201, -6.320e-4
-0.202, -6.321e-4
-0.203, -6.323e-4
-0.204, -6.324e-4
-0.205, -6.326e-4
-0.206, -6.328e-4
-0.207, -6.329e-4
-0.208, -6.331e-4
-0.209, -6.332e-4
-0.210, -6.333e-4
-0.211, -6.335e-4
-0.212, -6.336e-4
-0.213, -6.338e-4
-0.214, -6.339e-4
-0.215, -6.341e-4
-0.216, -6.342e-4
-0.217, -6.343e-4
-0.218, -6.345e-4
-0.219, -6.346e-4
-0.220, -6.347e-4
-0.221, -6.349e-4
-0.222, -6.350e-4
-0.223, -6.352e-4
-0.224, -6.353e-4
-0.225, -6.354e-4
-0.226, -6.356e-4
-0.227, -6.357e-4
-0.228, -6.358e-4
-0.229, -6.360e-4
-0.230, -6.361e-4
-0.231, -6.362e-4
-0.232, -6.363e-4
-0.233, -6.364e-4
-0.234, -6.366e-4
-0.235, -6.367e-4
-0.236, -6.368e-4
-0.237, -6.369e-4
-0.238, -6.370e-4
-0.239, -6.371e-4
-0.240, -6.372e-4
-0.241, -6.373e-4
-0.242, -6.375e-4
-0.243, -6.376e-4
-0.244, -6.377e-4
-0.245, -6.378e-4
-0.246, -6.379e-4
-0.247, -6.380e-4
-0.248, -6.381e-4
-0.249, -6.383e-4
-0.250, -6.384e-4
-0.251, -6.385e-4
-0.252, -6.386e-4
-0.253, -6.387e-4
-0.254, -6.388e-4
-0.255, -6.389e-4
-0.256, -6.390e-4
-0.257, -6.391e-4
-0.258, -6.392e-4
-0.259, -6.393e-4
-0.260, -6.395e-4
-0.261, -6.396e-4
-0.262, -6.397e-4
-0.263, -6.398e-4
-0.264, -6.399e-4
-0.265, -6.400e-4
-0.266, -6.401e-4
-0.267, -6.402e-4
-0.268, -6.403e-4
-0.269, -6.404e-4
-0.270, -6.405e-4
-0.271, -6.406e-4
-0.272, -6.407e-4
-0.273, -6.408e-4
-0.274, -6.410e-4
-0.275, -6.411e-4
-0.276, -6.412e-4
-0.277, -6.413e-4
-0.278, -6.414e-4
-0.279, -6.415e-4
-0.280, -6.416e-4
-0.281, -6.417e-4
-0.282, -6.418e-4
-0.283, -6.419e-4
-0.284, -6.421e-4
-0.285, -6.422e-4
-0.286, -6.423e-4
-0.287, -6.424e-4
-0.288, -6.425e-4
-0.289, -6.426e-4
-0.290, -6.428e-4
-0.291, -6.429e-4
-0.292, -6.430e-4
-0.293, -6.431e-4
-0.294, -6.432e-4
-0.295, -6.433e-4
-0.296, -6.434e-4
-0.297, -6.436e-4
-0.298, -6.437e-4
-0.299, -6.438e-4
-0.300, -6.439e-4
-0.301, -6.440e-4
-0.302, -6.441e-4
-0.303, -6.443e-4
-0.304, -6.444e-4
-0.305, -6.445e-4
