Jan. 18, 2025   14:15:40
Cyclic Voltammetry
0.724, 1.366e-4
0.723, 1.330e-4
0.722, 1.293e-4
0.721, 1.257e-4
0.720, 1.220e-4
0.719, 1.184e-4
0.718, 1.148e-4
0.717, 1.112e-4
0.716, 1.076e-4
0.715, 1.041e-4
0.714, 1.005e-4
0.713, 9.704e-5
0.712, 9.357e-5
0.711, 9.012e-5
0.710, 8.668e-5
0.709, 8.325e-5
0.708, 7.984e-5
0.707, 7.644e-5
0.706, 7.305e-5
0.705, 6.967e-5
0.704, 6.631e-5
0.703, 6.298e-5
0.702, 5.968e-5
0.701, 5.641e-5
0.700, 5.316e-5
0.699, 4.992e-5
0.698, 4.669e-5
0.697, 4.349e-5
0.696, 4.031e-5
0.695, 3.717e-5
0.694, 3.406e-5
0.693, 3.096e-5
0.692, 2.785e-5
0.691, 2.475e-5
0.690, 2.164e-5
0.689, 1.856e-5
0.688, 1.551e-5
0.687, 1.249e-5
0.686, 9.473e-6
0.685, 6.468e-6
0.684, 3.471e-6
0.683, 4.854e-7
0.682, -2.487e-6
0.681, -5.447e-6
0.680, -8.394e-6
0.679, -1.132e-5
0.678, -1.422e-5
0.677, -1.710e-5
0.676, -1.995e-5
0.675, -2.278e-5
0.674, -2.560e-5
0.673, -2.841e-5
0.672, -3.120e-5
0.671, -3.397e-5
0.670, -3.673e-5
0.669, -3.947e-5
0.668, -4.221e-5
0.667, -4.493e-5
0.666, -4.765e-5
0.665, -5.035e-5
0.664, -5.302e-5
0.663, -5.568e-5
0.662, -5.831e-5
0.661, -6.093e-5
0.660, -6.352e-5
0.659, -6.611e-5
0.658, -6.868e-5
0.657, -7.124e-5
0.656, -7.378e-5
0.655, -7.631e-5
0.654, -7.882e-5
0.653, -8.133e-5
0.652, -8.384e-5
0.651, -8.633e-5
0.650, -8.880e-5
0.649, -9.125e-5
0.648, -9.367e-5
0.647, -9.608e-5
0.646, -9.848e-5
0.645, -1.009e-4
0.644, -1.032e-4
0.643, -1.056e-4
0.642, -1.079e-4
0.641, -1.102e-4
0.640, -1.125e-4
0.639, -1.148e-4
0.638, -1.171e-4
0.637, -1.194e-4
0.636, -1.216e-4
0.635, -1.238e-4
0.634, -1.260e-4
0.633, -1.282e-4
0.632, -1.304e-4
0.631, -1.326e-4
0.630, -1.348e-4
0.629, -1.369e-4
0.628, -1.391e-4
0.627, -1.412e-4
0.626, -1.433e-4
0.625, -1.454e-4
0.624, -1.475e-4
0.623, -1.496e-4
0.622, -1.516e-4
0.621, -1.537e-4
0.620, -1.557e-4
0.619, -1.578e-4
0.618, -1.598e-4
0.617, -1.618e-4
0.616, -1.638e-4
0.615, -1.658e-4
0.614, -1.678e-4
0.613, -1.698e-4
0.612, -1.717e-4
0.611, -1.736e-4
0.610, -1.755e-4
0.609, -1.774e-4
0.608, -1.793e-4
0.607, -1.812e-4
0.606, -1.831e-4
0.605, -1.849e-4
0.604, -1.868e-4
0.603, -1.886e-4
0.602, -1.904e-4
0.601, -1.922e-4
0.600, -1.940e-4
0.599, -1.958e-4
0.598, -1.975e-4
0.597, -1.993e-4
0.596, -2.011e-4
0.595, -2.028e-4
0.594, -2.046e-4
0.593, -2.063e-4
0.592, -2.080e-4
0.591, -2.097e-4
0.590, -2.114e-4
0.589, -2.131e-4
0.588, -2.148e-4
0.587, -2.164e-4
0.586, -2.181e-4
0.585, -2.197e-4
0.584, -2.213e-4
0.583, -2.229e-4
0.582, -2.245e-4
0.581, -2.261e-4
0.580, -2.277e-4
0.579, -2.292e-4
0.578, -2.308e-4
0.577, -2.323e-4
0.576, -2.339e-4
0.575, -2.354e-4
0.574, -2.370e-4
0.573, -2.385e-4
0.572, -2.400e-4
0.571, -2.415e-4
0.570, -2.430e-4
0.569, -2.445e-4
0.568, -2.460e-4
0.567, -2.475e-4
0.566, -2.489e-4
0.565, -2.503e-4
0.564, -2.518e-4
0.563, -2.532e-4
0.562, -2.546e-4
0.561, -2.560e-4
0.560, -2.574e-4
0.559, -2.588e-4
0.558, -2.601e-4
0.557, -2.615e-4
0.556, -2.628e-4
0.555, -2.642e-4
0.554, -2.655e-4
0.553, -2.669e-4
0.552, -2.682e-4
0.551, -2.695e-4
0.550, -2.708e-4
0.549, -2.721e-4
0.548, -2.734e-4
0.547, -2.747e-4
0.546, -2.760e-4
0.545, -2.772e-4
0.544, -2.785e-4
0.543, -2.797e-4
0.542, -2.809e-4
0.541, -2.821e-4
0.540, -2.833e-4
0.539, -2.845e-4
0.538, -2.857e-4
0.537, -2.869e-4
0.536, -2.881e-4
0.535, -2.893e-4
0.534, -2.905e-4
0.533, -2.917e-4
0.532, -2.929e-4
0.531, -2.940e-4
0.530, -2.952e-4
0.529, -2.963e-4
0.528, -2.974e-4
0.527, -2.986e-4
0.526, -2.997e-4
0.525, -3.008e-4
0.524, -3.019e-4
0.523, -3.030e-4
0.522, -3.040e-4
0.521, -3.051e-4
0.520, -3.062e-4
0.519, -3.073e-4
0.518, -3.083e-4
0.517, -3.094e-4
0.516, -3.104e-4
0.515, -3.115e-4
0.514, -3.125e-4
0.513, -3.136e-4
0.512, -3.146e-4
0.511, -3.157e-4
0.510, -3.167e-4
0.509, -3.177e-4
0.508, -3.187e-4
0.507, -3.197e-4
0.506, -3.207e-4
0.505, -3.217e-4
0.504, -3.227e-4
0.503, -3.236e-4
0.502, -3.246e-4
0.501, -3.255e-4
0.500, -3.265e-4
0.499, -3.274e-4
0.498, -3.284e-4
0.497, -3.293e-4
0.496, -3.302e-4
0.495, -3.311e-4
0.494, -3.320e-4
0.493, -3.329e-4
0.492, -3.338e-4
0.491, -3.347e-4
0.490, -3.355e-4
0.489, -3.364e-4
0.488, -3.373e-4
0.487, -3.381e-4
0.486, -3.390e-4
0.485, -3.398e-4
0.484, -3.407e-4
0.483, -3.415e-4
0.482, -3.424e-4
0.481, -3.432e-4
0.480, -3.440e-4
0.479, -3.449e-4
0.478, -3.457e-4
0.477, -3.465e-4
0.476, -3.472e-4
0.475, -3.480e-4
0.474, -3.488e-4
0.473, -3.496e-4
0.472, -3.504e-4
0.471, -3.512e-4
0.470, -3.520e-4
0.469, -3.527e-4
0.468, -3.535e-4
0.467, -3.542e-4
0.466, -3.549e-4
0.465, -3.557e-4
0.464, -3.564e-4
0.463, -3.571e-4
0.462, -3.578e-4
0.461, -3.586e-4
0.460, -3.593e-4
0.459, -3.600e-4
0.458, -3.607e-4
0.457, -3.614e-4
0.456, -3.621e-4
0.455, -3.628e-4
0.454, -3.635e-4
0.453, -3.641e-4
0.452, -3.648e-4
0.451, -3.655e-4
0.450, -3.661e-4
0.449, -3.668e-4
0.448, -3.674e-4
0.447, -3.681e-4
0.446, -3.687e-4
0.445, -3.693e-4
0.444, -3.700e-4
0.443, -3.706e-4
0.442, -3.712e-4
0.441, -3.718e-4
0.440, -3.725e-4
0.439, -3.730e-4
0.438, -3.736e-4
0.437, -3.742e-4
0.436, -3.748e-4
0.435, -3.754e-4
0.434, -3.760e-4
0.433, -3.766e-4
0.432, -3.771e-4
0.431, -3.777e-4
0.430, -3.782e-4
0.429, -3.788e-4
0.428, -3.793e-4
0.427, -3.799e-4
0.426, -3.804e-4
0.425, -3.809e-4
0.424, -3.815e-4
0.423, -3.820e-4
0.422, -3.825e-4
0.421, -3.830e-4
0.420, -3.835e-4
0.419, -3.840e-4
0.418, -3.846e-4
0.417, -3.851e-4
0.416, -3.856e-4
0.415, -3.861e-4
0.414, -3.866e-4
0.413, -3.870e-4
0.412, -3.875e-4
0.411, -3.880e-4
0.410, -3.885e-4
0.409, -3.891e-4
0.408, -3.896e-4
0.407, -3.901e-4
0.406, -3.905e-4
0.405, -3.910e-4
0.404, -3.915e-4
0.403, -3.919e-4
0.402, -3.924e-4
0.401, -3.928e-4
0.400, -3.933e-4
0.399, -3.937e-4
0.398, -3.941e-4
0.397, -3.945e-4
0.396, -3.949e-4
0.395, -3.954e-4
0.394, -3.958e-4
0.393, -3.962e-4
0.392, -3.966e-4
0.391, -3.970e-4
0.390, -3.974e-4
0.389, -3.978e-4
0.388, -3.982e-4
0.387, -3.986e-4
0.386, -3.990e-4
0.385, -3.994e-4
0.384, -3.998e-4
0.383, -4.002e-4
0.382, -4.006e-4
0.381, -4.010e-4
0.380, -4.014e-4
0.379, -4.017e-4
0.378, -4.021e-4
0.377, -4.025e-4
0.376, -4.028e-4
0.375, -4.032e-4
0.374, -4.035e-4
0.373, -4.039e-4
0.372, -4.042e-4
0.371, -4.046e-4
0.370, -4.049e-4
0.369, -4.053e-4
0.368, -4.056e-4
0.367, -4.059e-4
0.366, -4.063e-4
0.365, -4.066e-4
0.364, -4.069e-4
0.363, -4.073e-4
0.362, -4.076e-4
0.361, -4.079e-4
0.360, -4.082e-4
0.359, -4.086e-4
0.358, -4.089e-4
0.357, -4.092e-4
0.356, -4.095e-4
0.355, -4.098e-4
0.354, -4.101e-4
0.353, -4.104e-4
0.352, -4.108e-4
0.351, -4.111e-4
0.350, -4.113e-4
0.349, -4.116e-4
0.348, -4.119e-4
0.347, -4.122e-4
0.346, -4.125e-4
0.345, -4.128e-4
0.344, -4.131e-4
0.343, -4.134e-4
0.342, -4.137e-4
0.341, -4.140e-4
0.340, -4.143e-4
0.339, -4.146e-4
0.338, -4.149e-4
0.337, -4.151e-4
0.336, -4.154e-4
0.335, -4.157e-4
0.334, -4.160e-4
0.333, -4.162e-4
0.332, -4.165e-4
0.331, -4.168e-4
0.330, -4.171e-4
0.329, -4.173e-4
0.328, -4.176e-4
0.327, -4.179e-4
0.326, -4.182e-4
0.325, -4.185e-4
0.324, -4.187e-4
0.323, -4.190e-4
0.322, -4.192e-4
0.321, -4.195e-4
0.320, -4.198e-4
0.319, -4.201e-4
0.318, -4.204e-4
0.317, -4.206e-4
0.316, -4.209e-4
0.315, -4.212e-4
0.314, -4.214e-4
0.313, -4.217e-4
0.312, -4.220e-4
0.311, -4.222e-4
0.310, -4.225e-4
0.309, -4.228e-4
0.308, -4.230e-4
0.307, -4.233e-4
0.306, -4.236e-4
0.305, -4.239e-4
0.304, -4.242e-4
0.303, -4.244e-4
0.302, -4.247e-4
0.301, -4.250e-4
0.300, -4.252e-4
0.299, -4.255e-4
0.298, -4.258e-4
0.297, -4.260e-4
0.296, -4.263e-4
0.295, -4.266e-4
0.294, -4.269e-4
0.293, -4.271e-4
0.292, -4.274e-4
0.291, -4.277e-4
0.290, -4.279e-4
0.289, -4.282e-4
0.288, -4.285e-4
0.287, -4.287e-4
0.286, -4.290e-4
0.285, -4.293e-4
0.284, -4.296e-4
0.283, -4.298e-4
0.282, -4.301e-4
0.281, -4.304e-4
0.280, -4.307e-4
0.279, -4.310e-4
0.278, -4.312e-4
0.277, -4.315e-4
0.276, -4.318e-4
0.275, -4.321e-4
0.274, -4.324e-4
0.273, -4.327e-4
0.272, -4.330e-4
0.271, -4.332e-4
0.270, -4.335e-4
0.269, -4.338e-4
0.268, -4.341e-4
0.267, -4.344e-4
0.266, -4.347e-4
0.265, -4.350e-4
0.264, -4.353e-4
0.263, -4.356e-4
0.262, -4.359e-4
0.261, -4.362e-4
0.260, -4.365e-4
0.259, -4.368e-4
0.258, -4.371e-4
0.257, -4.374e-4
0.256, -4.376e-4
0.255, -4.379e-4
0.254, -4.382e-4
0.253, -4.385e-4
0.252, -4.388e-4
0.251, -4.392e-4
0.250, -4.395e-4
0.249, -4.398e-4
0.248, -4.401e-4
0.247, -4.404e-4
0.246, -4.408e-4
0.245, -4.411e-4
0.244, -4.414e-4
0.243, -4.417e-4
0.242, -4.421e-4
0.241, -4.424e-4
0.240, -4.427e-4
0.239, -4.430e-4
0.238, -4.434e-4
0.237, -4.437e-4
0.236, -4.440e-4
0.235, -4.444e-4
0.234, -4.447e-4
0.233, -4.450e-4
0.232, -4.454e-4
0.231, -4.457e-4
0.230, -4.460e-4
0.229, -4.464e-4
0.228, -4.467e-4
0.227, -4.471e-4
0.226, -4.474e-4
0.225, -4.477e-4
0.224, -4.481e-4
0.223, -4.484e-4
0.222, -4.488e-4
0.221, -4.492e-4
0.220, -4.495e-4
0.219, -4.499e-4
0.218, -4.502e-4
0.217, -4.506e-4
0.216, -4.509e-4
0.215, -4.513e-4
0.214, -4.516e-4
0.213, -4.520e-4
0.212, -4.524e-4
0.211, -4.528e-4
0.210, -4.531e-4
0.209, -4.535e-4
0.208, -4.538e-4
0.207, -4.542e-4
0.206, -4.545e-4
0.205, -4.549e-4
0.204, -4.553e-4
0.203, -4.557e-4
0.202, -4.561e-4
0.201, -4.564e-4
0.200, -4.568e-4
0.199, -4.572e-4
0.198, -4.576e-4
0.197, -4.580e-4
0.196, -4.583e-4
0.195, -4.587e-4
0.194, -4.591e-4
0.193, -4.594e-4
0.192, -4.598e-4
0.191, -4.602e-4
0.190, -4.606e-4
0.189, -4.609e-4
0.188, -4.613e-4
0.187, -4.617e-4
0.186, -4.621e-4
0.185, -4.625e-4
0.184, -4.629e-4
0.183, -4.632e-4
0.182, -4.636e-4
0.181, -4.640e-4
0.180, -4.644e-4
0.179, -4.648e-4
0.178, -4.652e-4
0.177, -4.656e-4
0.176, -4.660e-4
0.175, -4.664e-4
0.174, -4.667e-4
0.173, -4.671e-4
0.172, -4.675e-4
0.171, -4.679e-4
0.170, -4.683e-4
0.169, -4.687e-4
0.168, -4.691e-4
0.167, -4.694e-4
0.166, -4.698e-4
0.165, -4.702e-4
0.164, -4.706e-4
0.163, -4.710e-4
0.162, -4.714e-4
0.161, -4.717e-4
0.160, -4.721e-4
0.159, -4.725e-4
0.158, -4.729e-4
0.157, -4.733e-4
0.156, -4.737e-4
0.155, -4.741e-4
0.154, -4.745e-4
0.153, -4.749e-4
0.152, -4.753e-4
0.151, -4.757e-4
0.150, -4.761e-4
0.149, -4.765e-4
0.148, -4.769e-4
0.147, -4.773e-4
0.146, -4.777e-4
0.145, -4.781e-4
0.144, -4.785e-4
0.143, -4.789e-4
0.142, -4.793e-4
0.141, -4.796e-4
0.140, -4.800e-4
0.139, -4.804e-4
0.138, -4.808e-4
0.137, -4.812e-4
0.136, -4.816e-4
0.135, -4.819e-4
0.134, -4.823e-4
0.133, -4.827e-4
0.132, -4.831e-4
0.131, -4.835e-4
0.130, -4.838e-4
0.129, -4.842e-4
0.128, -4.846e-4
0.127, -4.850e-4
0.126, -4.853e-4
0.125, -4.857e-4
0.124, -4.861e-4
0.123, -4.864e-4
0.122, -4.868e-4
0.121, -4.872e-4
0.120, -4.876e-4
0.119, -4.879e-4
0.118, -4.883e-4
0.117, -4.886e-4
0.116, -4.890e-4
0.115, -4.894e-4
0.114, -4.897e-4
0.113, -4.901e-4
0.112, -4.904e-4
0.111, -4.908e-4
0.110, -4.911e-4
0.109, -4.915e-4
0.108, -4.918e-4
0.107, -4.922e-4
0.106, -4.925e-4
0.105, -4.928e-4
0.104, -4.932e-4
0.103, -4.936e-4
0.102, -4.939e-4
0.101, -4.943e-4
0.100, -4.947e-4
0.099, -4.950e-4
0.098, -4.953e-4
0.097, -4.957e-4
0.096, -4.960e-4
0.095, -4.964e-4
0.094, -4.967e-4
0.093, -4.970e-4
0.092, -4.973e-4
0.091, -4.976e-4
0.090, -4.980e-4
0.089, -4.983e-4
0.088, -4.986e-4
0.087, -4.989e-4
0.086, -4.992e-4
0.085, -4.995e-4
0.084, -4.998e-4
0.083, -5.001e-4
0.082, -5.004e-4
0.081, -5.007e-4
0.080, -5.010e-4
0.079, -5.013e-4
0.078, -5.016e-4
0.077, -5.018e-4
0.076, -5.021e-4
0.075, -5.024e-4
0.074, -5.027e-4
0.073, -5.030e-4
0.072, -5.032e-4
0.071, -5.035e-4
0.070, -5.037e-4
0.069, -5.040e-4
0.068, -5.043e-4
0.067, -5.045e-4
0.066, -5.048e-4
0.065, -5.050e-4
0.064, -5.052e-4
0.063, -5.055e-4
0.062, -5.057e-4
0.061, -5.060e-4
0.060, -5.062e-4
0.059, -5.064e-4
0.058, -5.067e-4
0.057, -5.069e-4
0.056, -5.071e-4
0.055, -5.073e-4
0.054, -5.075e-4
0.053, -5.077e-4
0.052, -5.079e-4
0.051, -5.081e-4
0.050, -5.083e-4
0.049, -5.085e-4
0.048, -5.087e-4
0.047, -5.088e-4
0.046, -5.090e-4
0.045, -5.092e-4
0.044, -5.094e-4
0.043, -5.095e-4
0.042, -5.097e-4
0.041, -5.098e-4
0.040, -5.100e-4
0.039, -5.101e-4
0.038, -5.102e-4
0.037, -5.104e-4
0.036, -5.105e-4
0.035, -5.106e-4
0.034, -5.107e-4
0.033, -5.108e-4
0.032, -5.109e-4
0.031, -5.110e-4
0.030, -5.111e-4
0.029, -5.112e-4
0.028, -5.113e-4
0.027, -5.114e-4
0.026, -5.114e-4
0.025, -5.115e-4
0.024, -5.116e-4
0.023, -5.116e-4
0.022, -5.117e-4
0.021, -5.117e-4
0.020, -5.118e-4
0.019, -5.118e-4
0.018, -5.119e-4
0.017, -5.119e-4
0.016, -5.120e-4
0.015, -5.120e-4
0.014, -5.120e-4
0.013, -5.120e-4
0.012, -5.121e-4
0.011, -5.121e-4
0.010, -5.121e-4
0.009, -5.121e-4
0.008, -5.121e-4
0.007, -5.121e-4
0.006, -5.121e-4
0.005, -5.121e-4
0.004, -5.121e-4
0.003, -5.121e-4
0.002, -5.121e-4
0.001, -5.121e-4
0.000, -5.122e-4
-0.001, -5.122e-4
-0.002, -5.122e-4
-0.003, -5.122e-4
-0.004, -5.122e-4
-0.005, -5.122e-4
-0.006, -5.122e-4
-0.007, -5.122e-4
-0.008, -5.121e-4
-0.009, -5.121e-4
-0.010, -5.121e-4
-0.011, -5.121e-4
-0.012, -5.121e-4
-0.013, -5.121e-4
-0.014, -5.121e-4
-0.015, -5.121e-4
-0.016, -5.121e-4
-0.017, -5.120e-4
-0.018, -5.120e-4
-0.019, -5.121e-4
-0.020, -5.121e-4
-0.021, -5.121e-4
-0.022, -5.121e-4
-0.023, -5.121e-4
-0.024, -5.121e-4
-0.025, -5.121e-4
-0.026, -5.121e-4
-0.027, -5.121e-4
-0.028, -5.122e-4
-0.029, -5.122e-4
-0.030, -5.122e-4
-0.031, -5.122e-4
-0.032, -5.123e-4
-0.033, -5.123e-4
-0.034, -5.123e-4
-0.035, -5.124e-4
-0.036, -5.124e-4
-0.037, -5.125e-4
-0.038, -5.125e-4
-0.039, -5.126e-4
-0.040, -5.126e-4
-0.041, -5.127e-4
-0.042, -5.128e-4
-0.043, -5.129e-4
-0.044, -5.130e-4
-0.045, -5.130e-4
-0.046, -5.131e-4
-0.047, -5.132e-4
-0.048, -5.133e-4
-0.049, -5.134e-4
-0.050, -5.135e-4
-0.051, -5.137e-4
-0.052, -5.138e-4
-0.053, -5.139e-4
-0.054, -5.141e-4
-0.055, -5.142e-4
-0.056, -5.143e-4
-0.057, -5.145e-4
-0.058, -5.146e-4
-0.059, -5.148e-4
-0.060, -5.149e-4
-0.061, -5.151e-4
-0.062, -5.152e-4
-0.063, -5.154e-4
-0.064, -5.156e-4
-0.065, -5.158e-4
-0.066, -5.159e-4
-0.067, -5.161e-4
-0.068, -5.163e-4
-0.069, -5.165e-4
-0.070, -5.167e-4
-0.071, -5.168e-4
-0.072, -5.170e-4
-0.073, -5.172e-4
-0.074, -5.174e-4
-0.075, -5.176e-4
-0.076, -5.178e-4
-0.077, -5.180e-4
-0.078, -5.182e-4
-0.079, -5.184e-4
-0.080, -5.186e-4
-0.081, -5.188e-4
-0.082, -5.190e-4
-0.083, -5.192e-4
-0.084, -5.194e-4
-0.085, -5.196e-4
-0.086, -5.198e-4
-0.087, -5.200e-4
-0.088, -5.202e-4
-0.089, -5.204e-4
-0.090, -5.206e-4
-0.091, -5.208e-4
-0.092, -5.210e-4
-0.093, -5.212e-4
-0.094, -5.214e-4
-0.095, -5.216e-4
-0.096, -5.219e-4
-0.097, -5.221e-4
-0.098, -5.223e-4
-0.099, -5.225e-4
-0.100, -5.227e-4
-0.101, -5.229e-4
-0.102, -5.232e-4
-0.103, -5.235e-4
-0.104, -5.237e-4
-0.105, -5.240e-4
-0.106, -5.242e-4
-0.107, -5.244e-4
-0.108, -5.247e-4
-0.109, -5.249e-4
-0.110, -5.251e-4
-0.111, -5.254e-4
-0.112, -5.256e-4
-0.113, -5.258e-4
-0.114, -5.261e-4
-0.115, -5.263e-4
-0.116, -5.266e-4
-0.117, -5.269e-4
-0.118, -5.271e-4
-0.119, -5.274e-4
-0.120, -5.276e-4
-0.121, -5.279e-4
-0.122, -5.282e-4
-0.123, -5.285e-4
-0.124, -5.287e-4
-0.125, -5.290e-4
-0.126, -5.292e-4
-0.127, -5.295e-4
-0.128, -5.298e-4
-0.129, -5.300e-4
-0.130, -5.303e-4
-0.131, -5.306e-4
-0.132, -5.308e-4
-0.133, -5.311e-4
-0.134, -5.314e-4
-0.135, -5.317e-4
-0.136, -5.320e-4
-0.137, -5.322e-4
-0.138, -5.325e-4
-0.139, -5.328e-4
-0.140, -5.331e-4
-0.141, -5.334e-4
-0.142, -5.336e-4
-0.143, -5.339e-4
-0.144, -5.342e-4
-0.145, -5.345e-4
-0.146, -5.348e-4
-0.147, -5.351e-4
-0.148, -5.354e-4
-0.149, -5.356e-4
-0.150, -5.359e-4
-0.151, -5.362e-4
-0.152, -5.365e-4
-0.153, -5.367e-4
-0.154, -5.370e-4
-0.155, -5.373e-4
-0.156, -5.375e-4
-0.157, -5.378e-4
-0.158, -5.381e-4
-0.159, -5.384e-4
-0.160, -5.387e-4
-0.161, -5.389e-4
-0.162, -5.392e-4
-0.163, -5.394e-4
-0.164, -5.397e-4
-0.165, -5.399e-4
-0.166, -5.402e-4
-0.167, -5.405e-4
-0.168, -5.407e-4
-0.169, -5.410e-4
-0.170, -5.413e-4
-0.171, -5.415e-4
-0.172, -5.418e-4
-0.173, -5.420e-4
-0.174, -5.423e-4
-0.175, -5.425e-4
-0.176, -5.427e-4
-0.177, -5.429e-4
-0.178, -5.432e-4
-0.179, -5.434e-4
-0.180, -5.436e-4
-0.181, -5.438e-4
-0.182, -5.441e-4
-0.183, -5.443e-4
-0.184, -5.445e-4
-0.185, -5.447e-4
-0.186, -5.449e-4
-0.187, -5.451e-4
-0.188, -5.453e-4
-0.189, -5.455e-4
-0.190, -5.458e-4
-0.191, -5.460e-4
-0.192, -5.462e-4
-0.193, -5.464e-4
-0.194, -5.466e-4
-0.195, -5.467e-4
-0.196, -5.469e-4
-0.197, -5.471e-4
-0.198, -5.473e-4
-0.199, -5.475e-4
-0.200, -5.476e-4
-0.201, -5.478e-4
-0.202, -5.480e-4
-0.203, -5.482e-4
-0.204, -5.484e-4
-0.205, -5.485e-4
-0.206, -5.487e-4
-0.207, -5.489e-4
-0.208, -5.490e-4
-0.209, -5.492e-4
-0.210, -5.493e-4
-0.211, -5.495e-4
-0.212, -5.497e-4
-0.213, -5.498e-4
-0.214, -5.500e-4
-0.215, -5.501e-4
-0.216, -5.502e-4
-0.217, -5.504e-4
-0.218, -5.505e-4
-0.219, -5.506e-4
-0.220, -5.508e-4
-0.221, -5.509e-4
-0.222, -5.510e-4
-0.223, -5.511e-4
-0.224, -5.513e-4
-0.225, -5.514e-4
-0.226, -5.515e-4
-0.227, -5.516e-4
-0.228, -5.517e-4
-0.229, -5.518e-4
-0.230, -5.519e-4
-0.231, -5.520e-4
-0.232, -5.521e-4
-0.233, -5.522e-4
-0.234, -5.523e-4
-0.235, -5.524e-4
-0.236, -5.525e-4
-0.237, -5.526e-4
-0.238, -5.526e-4
-0.239, -5.527e-4
-0.240, -5.528e-4
-0.241, -5.529e-4
-0.242, -5.530e-4
-0.243, -5.531e-4
-0.244, -5.531e-4
-0.245, -5.532e-4
-0.246, -5.533e-4
-0.247, -5.533e-4
-0.248, -5.534e-4
-0.249, -5.535e-4
-0.250, -5.536e-4
-0.251, -5.536e-4
-0.252, -5.537e-4
-0.253, -5.537e-4
-0.254, -5.538e-4
-0.255, -5.538e-4
-0.256, -5.539e-4
-0.257, -5.540e-4
-0.258, -5.540e-4
-0.259, -5.541e-4
-0.260, -5.541e-4
-0.261, -5.542e-4
-0.262, -5.542e-4
-0.263, -5.543e-4
-0.264, -5.543e-4
-0.265, -5.543e-4
-0.266, -5.544e-4
-0.267, -5.544e-4
-0.268, -5.545e-4
-0.269, -5.545e-4
-0.270, -5.545e-4
-0.271, -5.546e-4
-0.272, -5.546e-4
-0.273, -5.546e-4
-0.274, -5.547e-4
-0.275, -5.547e-4
