Jan. 16, 2025   11:43:21
0.739, 4.332e-4
0.738, 4.287e-4
0.737, 4.242e-4
0.736, 4.197e-4
0.735, 4.153e-4
0.734, 4.109e-4
0.733, 4.065e-4
0.732, 4.021e-4
0.731, 3.977e-4
0.730, 3.933e-4
0.729, 3.890e-4
0.728, 3.846e-4
0.727, 3.803e-4
0.726, 3.759e-4
0.725, 3.717e-4
0.724, 3.674e-4
0.723, 3.631e-4
0.722, 3.589e-4
0.721, 3.547e-4
0.720, 3.505e-4
0.719, 3.463e-4
0.718, 3.422e-4
0.717, 3.380e-4
0.716, 3.338e-4
0.715, 3.296e-4
0.714, 3.255e-4
0.713, 3.214e-4
0.712, 3.173e-4
0.711, 3.131e-4
0.710, 3.090e-4
0.709, 3.049e-4
0.708, 3.009e-4
0.707, 2.968e-4
0.706, 2.928e-4
0.705, 2.888e-4
0.704, 2.848e-4
0.703, 2.809e-4
0.702, 2.769e-4
0.701, 2.729e-4
0.700, 2.690e-4
0.699, 2.650e-4
0.698, 2.611e-4
0.697, 2.572e-4
0.696, 2.533e-4
0.695, 2.494e-4
0.694, 2.456e-4
0.693, 2.417e-4
0.692, 2.379e-4
0.691, 2.341e-4
0.690, 2.302e-4
0.689, 2.264e-4
0.688, 2.226e-4
0.687, 2.188e-4
0.686, 2.151e-4
0.685, 2.113e-4
0.684, 2.076e-4
0.683, 2.039e-4
0.682, 2.002e-4
0.681, 1.965e-4
0.680, 1.929e-4
0.679, 1.893e-4
0.678, 1.857e-4
0.677, 1.820e-4
0.676, 1.784e-4
0.675, 1.748e-4
0.674, 1.712e-4
0.673, 1.676e-4
0.672, 1.640e-4
0.671, 1.605e-4
0.670, 1.569e-4
0.669, 1.534e-4
0.668, 1.498e-4
0.667, 1.463e-4
0.666, 1.428e-4
0.665, 1.393e-4
0.664, 1.358e-4
0.663, 1.324e-4
0.662, 1.289e-4
0.661, 1.255e-4
0.660, 1.221e-4
0.659, 1.187e-4
0.658, 1.153e-4
0.657, 1.119e-4
0.656, 1.085e-4
0.655, 1.051e-4
0.654, 1.018e-4
0.653, 9.844e-5
0.652, 9.512e-5
0.651, 9.182e-5
0.650, 8.853e-5
0.649, 8.526e-5
0.648, 8.199e-5
0.647, 7.872e-5
0.646, 7.546e-5
0.645, 7.220e-5
0.644, 6.896e-5
0.643, 6.574e-5
0.642, 6.254e-5
0.641, 5.937e-5
0.640, 5.620e-5
0.639, 5.305e-5
0.638, 4.990e-5
0.637, 4.676e-5
0.636, 4.364e-5
0.635, 4.055e-5
0.634, 3.748e-5
0.633, 3.444e-5
0.632, 3.141e-5
0.631, 2.837e-5
0.630, 2.533e-5
0.629, 2.230e-5
0.628, 1.927e-5
0.627, 1.626e-5
0.626, 1.326e-5
0.625, 1.028e-5
0.624, 7.311e-6
0.623, 4.352e-6
0.622, 1.400e-6
0.621, -1.552e-6
0.620, -4.501e-6
0.619, -7.440e-6
0.618, -1.036e-5
0.617, -1.326e-5
0.616, -1.614e-5
0.615, -1.900e-5
0.614, -2.186e-5
0.613, -2.471e-5
0.612, -2.754e-5
0.611, -3.035e-5
0.610, -3.315e-5
0.609, -3.595e-5
0.608, -3.874e-5
0.607, -4.154e-5
0.606, -4.432e-5
0.605, -4.708e-5
0.604, -4.982e-5
0.603, -5.255e-5
0.602, -5.526e-5
0.601, -5.797e-5
0.600, -6.066e-5
0.599, -6.334e-5
0.598, -6.601e-5
0.597, -6.867e-5
0.596, -7.131e-5
0.595, -7.394e-5
0.594, -7.657e-5
0.593, -7.918e-5
0.592, -8.179e-5
0.591, -8.440e-5
0.590, -8.701e-5
0.589, -8.960e-5
0.588, -9.217e-5
0.587, -9.472e-5
0.586, -9.725e-5
0.585, -9.977e-5
0.584, -1.023e-4
0.583, -1.048e-4
0.582, -1.073e-4
0.581, -1.097e-4
0.580, -1.122e-4
0.579, -1.147e-4
0.578, -1.171e-4
0.577, -1.195e-4
0.576, -1.219e-4
0.575, -1.243e-4
0.574, -1.267e-4
0.573, -1.290e-4
0.572, -1.314e-4
0.571, -1.338e-4
0.570, -1.362e-4
0.569, -1.385e-4
0.568, -1.409e-4
0.567, -1.432e-4
0.566, -1.455e-4
0.565, -1.478e-4
0.564, -1.501e-4
0.563, -1.524e-4
0.562, -1.547e-4
0.561, -1.569e-4
0.560, -1.592e-4
0.559, -1.615e-4
0.558, -1.637e-4
0.557, -1.660e-4
0.556, -1.682e-4
0.555, -1.704e-4
0.554, -1.726e-4
0.553, -1.748e-4
0.552, -1.770e-4
0.551, -1.791e-4
0.550, -1.813e-4
0.549, -1.834e-4
0.548, -1.856e-4
0.547, -1.877e-4
0.546, -1.898e-4
0.545, -1.919e-4
0.544, -1.940e-4
0.543, -1.961e-4
0.542, -1.982e-4
0.541, -2.003e-4
0.540, -2.023e-4
0.539, -2.044e-4
0.538, -2.064e-4
0.537, -2.085e-4
0.536, -2.105e-4
0.535, -2.125e-4
0.534, -2.145e-4
0.533, -2.165e-4
0.532, -2.185e-4
0.531, -2.205e-4
0.530, -2.224e-4
0.529, -2.244e-4
0.528, -2.263e-4
0.527, -2.283e-4
0.526, -2.302e-4
0.525, -2.321e-4
0.524, -2.340e-4
0.523, -2.359e-4
0.522, -2.378e-4
0.521, -2.397e-4
0.520, -2.416e-4
0.519, -2.435e-4
0.518, -2.454e-4
0.517, -2.473e-4
0.516, -2.491e-4
0.515, -2.509e-4
0.514, -2.528e-4
0.513, -2.546e-4
0.512, -2.564e-4
0.511, -2.583e-4
0.510, -2.601e-4
0.509, -2.619e-4
0.508, -2.636e-4
0.507, -2.654e-4
0.506, -2.672e-4
0.505, -2.689e-4
0.504, -2.706e-4
0.503, -2.724e-4
0.502, -2.741e-4
0.501, -2.758e-4
0.500, -2.775e-4
0.499, -2.792e-4
0.498, -2.809e-4
0.497, -2.825e-4
0.496, -2.842e-4
0.495, -2.859e-4
0.494, -2.875e-4
0.493, -2.892e-4
0.492, -2.909e-4
0.491, -2.925e-4
0.490, -2.941e-4
0.489, -2.958e-4
0.488, -2.974e-4
0.487, -2.990e-4
0.486, -3.006e-4
0.485, -3.022e-4
0.484, -3.038e-4
0.483, -3.053e-4
0.482, -3.069e-4
0.481, -3.085e-4
0.480, -3.100e-4
0.479, -3.116e-4
0.478, -3.132e-4
0.477, -3.147e-4
0.476, -3.162e-4
0.475, -3.177e-4
0.474, -3.193e-4
0.473, -3.208e-4
0.472, -3.223e-4
0.471, -3.239e-4
0.470, -3.253e-4
0.469, -3.268e-4
0.468, -3.283e-4
0.467, -3.298e-4
0.466, -3.313e-4
0.465, -3.327e-4
0.464, -3.341e-4
0.463, -3.356e-4
0.462, -3.370e-4
0.461, -3.385e-4
0.460, -3.399e-4
0.459, -3.413e-4
0.458, -3.427e-4
0.457, -3.441e-4
0.456, -3.455e-4
0.455, -3.469e-4
0.454, -3.483e-4
0.453, -3.497e-4
0.452, -3.510e-4
0.451, -3.524e-4
0.450, -3.538e-4
0.449, -3.551e-4
0.448, -3.565e-4
0.447, -3.578e-4
0.446, -3.592e-4
0.445, -3.605e-4
0.444, -3.618e-4
0.443, -3.632e-4
0.442, -3.645e-4
0.441, -3.658e-4
0.440, -3.671e-4
0.439, -3.684e-4
0.438, -3.697e-4
0.437, -3.710e-4
0.436, -3.723e-4
0.435, -3.735e-4
0.434, -3.748e-4
0.433, -3.761e-4
0.432, -3.773e-4
0.431, -3.785e-4
0.430, -3.798e-4
0.429, -3.810e-4
0.428, -3.822e-4
0.427, -3.835e-4
0.426, -3.847e-4
0.425, -3.859e-4
0.424, -3.871e-4
0.423, -3.883e-4
0.422, -3.895e-4
0.421, -3.907e-4
0.420, -3.919e-4
0.419, -3.931e-4
0.418, -3.942e-4
0.417, -3.954e-4
0.416, -3.966e-4
0.415, -3.978e-4
0.414, -3.989e-4
0.413, -4.001e-4
0.412, -4.013e-4
0.411, -4.025e-4
0.410, -4.036e-4
0.409, -4.048e-4
0.408, -4.060e-4
0.407, -4.071e-4
0.406, -4.082e-4
0.405, -4.093e-4
0.404, -4.104e-4
0.403, -4.116e-4
0.402, -4.126e-4
0.401, -4.137e-4
0.400, -4.148e-4
0.399, -4.159e-4
0.398, -4.170e-4
0.397, -4.180e-4
0.396, -4.191e-4
0.395, -4.202e-4
0.394, -4.212e-4
0.393, -4.223e-4
0.392, -4.233e-4
0.391, -4.244e-4
0.390, -4.254e-4
0.389, -4.264e-4
0.388, -4.275e-4
0.387, -4.285e-4
0.386, -4.295e-4
0.385, -4.305e-4
0.384, -4.315e-4
0.383, -4.326e-4
0.382, -4.336e-4
0.381, -4.346e-4
0.380, -4.356e-4
0.379, -4.365e-4
0.378, -4.375e-4
0.377, -4.384e-4
0.376, -4.394e-4
0.375, -4.403e-4
0.374, -4.413e-4
0.373, -4.423e-4
0.372, -4.432e-4
0.371, -4.442e-4
0.370, -4.452e-4
0.369, -4.461e-4
0.368, -4.471e-4
0.367, -4.480e-4
0.366, -4.489e-4
0.365, -4.499e-4
0.364, -4.508e-4
0.363, -4.517e-4
0.362, -4.526e-4
0.361, -4.536e-4
0.360, -4.545e-4
0.359, -4.554e-4
0.358, -4.563e-4
0.357, -4.572e-4
0.356, -4.581e-4
0.355, -4.590e-4
0.354, -4.599e-4
0.353, -4.608e-4
0.352, -4.617e-4
0.351, -4.626e-4
0.350, -4.634e-4
0.349, -4.643e-4
0.348, -4.652e-4
0.347, -4.660e-4
0.346, -4.669e-4
0.345, -4.678e-4
0.344, -4.686e-4
0.343, -4.695e-4
0.342, -4.703e-4
0.341, -4.712e-4
0.340, -4.720e-4
0.339, -4.729e-4
0.338, -4.737e-4
0.337, -4.745e-4
0.336, -4.754e-4
0.335, -4.762e-4
0.334, -4.770e-4
0.333, -4.779e-4
0.332, -4.787e-4
0.331, -4.795e-4
0.330, -4.804e-4
0.329, -4.812e-4
0.328, -4.820e-4
0.327, -4.828e-4
0.326, -4.836e-4
0.325, -4.844e-4
0.324, -4.852e-4
0.323, -4.860e-4
0.322, -4.867e-4
0.321, -4.875e-4
0.320, -4.883e-4
0.319, -4.891e-4
0.318, -4.899e-4
0.317, -4.906e-4
0.316, -4.914e-4
0.315, -4.921e-4
0.314, -4.929e-4
0.313, -4.937e-4
0.312, -4.944e-4
0.311, -4.952e-4
0.310, -4.959e-4
0.309, -4.967e-4
0.308, -4.975e-4
0.307, -4.982e-4
0.306, -4.990e-4
0.305, -4.998e-4
0.304, -5.005e-4
0.303, -5.012e-4
0.302, -5.019e-4
0.301, -5.027e-4
0.300, -5.034e-4
0.299, -5.041e-4
0.298, -5.048e-4
0.297, -5.055e-4
0.296, -5.063e-4
0.295, -5.070e-4
0.294, -5.077e-4
0.293, -5.084e-4
0.292, -5.091e-4
0.291, -5.098e-4
0.290, -5.105e-4
0.289, -5.112e-4
0.288, -5.119e-4
0.287, -5.126e-4
0.286, -5.133e-4
0.285, -5.140e-4
0.284, -5.147e-4
0.283, -5.154e-4
0.282, -5.161e-4
0.281, -5.168e-4
0.280, -5.175e-4
0.279, -5.181e-4
0.278, -5.188e-4
0.277, -5.195e-4
0.276, -5.202e-4
0.275, -5.209e-4
0.274, -5.215e-4
0.273, -5.222e-4
0.272, -5.229e-4
0.271, -5.235e-4
0.270, -5.242e-4
0.269, -5.248e-4
0.268, -5.255e-4
0.267, -5.261e-4
0.266, -5.268e-4
0.265, -5.275e-4
0.264, -5.281e-4
0.263, -5.288e-4
0.262, -5.294e-4
0.261, -5.301e-4
0.260, -5.307e-4
0.259, -5.313e-4
0.258, -5.320e-4
0.257, -5.326e-4
0.256, -5.333e-4
0.255, -5.339e-4
0.254, -5.345e-4
0.253, -5.352e-4
0.252, -5.358e-4
0.251, -5.364e-4
0.250, -5.370e-4
0.249, -5.376e-4
0.248, -5.383e-4
0.247, -5.389e-4
0.246, -5.395e-4
0.245, -5.401e-4
0.244, -5.408e-4
0.243, -5.414e-4
0.242, -5.420e-4
0.241, -5.426e-4
0.240, -5.432e-4
0.239, -5.438e-4
0.238, -5.444e-4
0.237, -5.450e-4
0.236, -5.456e-4
0.235, -5.463e-4
0.234, -5.469e-4
0.233, -5.475e-4
0.232, -5.481e-4
0.231, -5.487e-4
0.230, -5.493e-4
0.229, -5.499e-4
0.228, -5.505e-4
0.227, -5.511e-4
0.226, -5.516e-4
0.225, -5.522e-4
0.224, -5.528e-4
0.223, -5.534e-4
0.222, -5.540e-4
0.221, -5.546e-4
0.220, -5.552e-4
0.219, -5.558e-4
0.218, -5.564e-4
0.217, -5.570e-4
0.216, -5.576e-4
0.215, -5.582e-4
0.214, -5.588e-4
0.213, -5.594e-4
0.212, -5.599e-4
0.211, -5.605e-4
0.210, -5.611e-4
0.209, -5.617e-4
0.208, -5.622e-4
0.207, -5.628e-4
0.206, -5.634e-4
0.205, -5.640e-4
0.204, -5.646e-4
0.203, -5.651e-4
0.202, -5.657e-4
0.201, -5.663e-4
0.200, -5.669e-4
0.199, -5.674e-4
0.198, -5.680e-4
0.197, -5.686e-4
0.196, -5.691e-4
0.195, -5.697e-4
0.194, -5.703e-4
0.193, -5.708e-4
0.192, -5.714e-4
0.191, -5.719e-4
0.190, -5.725e-4
0.189, -5.731e-4
0.188, -5.736e-4
0.187, -5.742e-4
0.186, -5.747e-4
0.185, -5.753e-4
0.184, -5.758e-4
0.183, -5.764e-4
0.182, -5.770e-4
0.181, -5.775e-4
0.180, -5.781e-4
0.179, -5.786e-4
0.178, -5.792e-4
0.177, -5.797e-4
0.176, -5.803e-4
0.175, -5.808e-4
0.174, -5.814e-4
0.173, -5.819e-4
0.172, -5.825e-4
0.171, -5.830e-4
0.170, -5.836e-4
0.169, -5.841e-4
0.168, -5.847e-4
0.167, -5.852e-4
0.166, -5.858e-4
0.165, -5.863e-4
0.164, -5.869e-4
0.163, -5.875e-4
0.162, -5.880e-4
0.161, -5.886e-4
0.160, -5.891e-4
0.159, -5.897e-4
0.158, -5.902e-4
0.157, -5.908e-4
0.156, -5.913e-4
0.155, -5.918e-4
0.154, -5.924e-4
0.153, -5.929e-4
0.152, -5.935e-4
0.151, -5.940e-4
0.150, -5.945e-4
0.149, -5.950e-4
0.148, -5.956e-4
0.147, -5.961e-4
0.146, -5.967e-4
0.145, -5.972e-4
0.144, -5.978e-4
0.143, -5.983e-4
0.142, -5.989e-4
0.141, -5.994e-4
0.140, -5.999e-4
0.139, -6.005e-4
0.138, -6.010e-4
0.137, -6.016e-4
0.136, -6.021e-4
0.135, -6.027e-4
0.134, -6.032e-4
0.133, -6.038e-4
0.132, -6.043e-4
0.131, -6.049e-4
0.130, -6.054e-4
0.129, -6.060e-4
0.128, -6.065e-4
0.127, -6.071e-4
0.126, -6.076e-4
0.125, -6.082e-4
0.124, -6.087e-4
0.123, -6.092e-4
0.122, -6.098e-4
0.121, -6.104e-4
0.120, -6.109e-4
0.119, -6.115e-4
0.118, -6.120e-4
0.117, -6.125e-4
0.116, -6.131e-4
0.115, -6.137e-4
0.114, -6.142e-4
0.113, -6.147e-4
0.112, -6.153e-4
0.111, -6.158e-4
0.110, -6.164e-4
0.109, -6.169e-4
0.108, -6.175e-4
0.107, -6.180e-4
0.106, -6.186e-4
0.105, -6.191e-4
0.104, -6.197e-4
0.103, -6.202e-4
0.102, -6.208e-4
0.101, -6.214e-4
0.100, -6.219e-4
0.099, -6.225e-4
0.098, -6.230e-4
0.097, -6.236e-4
0.096, -6.241e-4
0.095, -6.247e-4
0.094, -6.252e-4
0.093, -6.258e-4
0.092, -6.264e-4
0.091, -6.269e-4
0.090, -6.275e-4
0.089, -6.280e-4
0.088, -6.286e-4
0.087, -6.291e-4
0.086, -6.297e-4
0.085, -6.302e-4
0.084, -6.308e-4
0.083, -6.313e-4
0.082, -6.319e-4
0.081, -6.324e-4
0.080, -6.330e-4
0.079, -6.335e-4
0.078, -6.341e-4
0.077, -6.347e-4
0.076, -6.352e-4
0.075, -6.358e-4
0.074, -6.364e-4
0.073, -6.369e-4
0.072, -6.375e-4
0.071, -6.380e-4
0.070, -6.386e-4
0.069, -6.392e-4
0.068, -6.397e-4
0.067, -6.403e-4
0.066, -6.408e-4
0.065, -6.414e-4
0.064, -6.419e-4
0.063, -6.425e-4
0.062, -6.431e-4
0.061, -6.436e-4
0.060, -6.442e-4
0.059, -6.447e-4
0.058, -6.453e-4
0.057, -6.458e-4
0.056, -6.464e-4
0.055, -6.470e-4
0.054, -6.475e-4
0.053, -6.480e-4
0.052, -6.486e-4
0.051, -6.492e-4
0.050, -6.497e-4
0.049, -6.503e-4
0.048, -6.508e-4
0.047, -6.514e-4
0.046, -6.520e-4
0.045, -6.525e-4
0.044, -6.531e-4
0.043, -6.537e-4
0.042, -6.542e-4
0.041, -6.548e-4
0.040, -6.553e-4
0.039, -6.559e-4
0.038, -6.565e-4
0.037, -6.570e-4
0.036, -6.576e-4
0.035, -6.581e-4
0.034, -6.587e-4
0.033, -6.592e-4
0.032, -6.598e-4
0.031, -6.604e-4
0.030, -6.609e-4
0.029, -6.615e-4
0.028, -6.620e-4
0.027, -6.626e-4
0.026, -6.632e-4
0.025, -6.637e-4
0.024, -6.643e-4
0.023, -6.649e-4
0.022, -6.654e-4
0.021, -6.660e-4
0.020, -6.666e-4
0.019, -6.671e-4
0.018, -6.677e-4
0.017, -6.683e-4
0.016, -6.688e-4
0.015, -6.694e-4
0.014, -6.700e-4
0.013, -6.705e-4
0.012, -6.711e-4
0.011, -6.717e-4
0.010, -6.722e-4
0.009, -6.728e-4
0.008, -6.734e-4
0.007, -6.740e-4
0.006, -6.745e-4
0.005, -6.751e-4
0.004, -6.757e-4
0.003, -6.762e-4
0.002, -6.768e-4
0.001, -6.774e-4
0.000, -6.780e-4
-0.001, -6.786e-4
-0.002, -6.792e-4
-0.003, -6.798e-4
-0.004, -6.803e-4
-0.005, -6.809e-4
-0.006, -6.815e-4
-0.007, -6.820e-4
-0.008, -6.826e-4
-0.009, -6.832e-4
-0.010, -6.837e-4
-0.011, -6.843e-4
-0.012, -6.849e-4
-0.013, -6.855e-4
-0.014, -6.860e-4
-0.015, -6.866e-4
-0.016, -6.872e-4
-0.017, -6.877e-4
-0.018, -6.883e-4
-0.019, -6.888e-4
-0.020, -6.894e-4
-0.021, -6.900e-4
-0.022, -6.906e-4
-0.023, -6.911e-4
-0.024, -6.917e-4
-0.025, -6.923e-4
-0.026, -6.928e-4
-0.027, -6.934e-4
-0.028, -6.940e-4
-0.029, -6.945e-4
-0.030, -6.951e-4
-0.031, -6.957e-4
-0.032, -6.962e-4
-0.033, -6.968e-4
-0.034, -6.974e-4
-0.035, -6.979e-4
-0.036, -6.985e-4
-0.037, -6.990e-4
-0.038, -6.996e-4
-0.039, -7.002e-4
-0.040, -7.008e-4
-0.041, -7.013e-4
-0.042, -7.019e-4
-0.043, -7.024e-4
-0.044, -7.030e-4
-0.045, -7.036e-4
-0.046, -7.041e-4
-0.047, -7.047e-4
-0.048, -7.053e-4
-0.049, -7.059e-4
-0.050, -7.064e-4
-0.051, -7.070e-4
-0.052, -7.075e-4
-0.053, -7.081e-4
-0.054, -7.087e-4
-0.055, -7.092e-4
-0.056, -7.098e-4
-0.057, -7.104e-4
-0.058, -7.109e-4
-0.059, -7.115e-4
-0.060, -7.121e-4
-0.061, -7.126e-4
-0.062, -7.132e-4
-0.063, -7.138e-4
-0.064, -7.144e-4
-0.065, -7.149e-4
-0.066, -7.155e-4
-0.067, -7.161e-4
-0.068, -7.166e-4
-0.069, -7.172e-4
-0.070, -7.178e-4
-0.071, -7.183e-4
-0.072, -7.189e-4
-0.073, -7.194e-4
-0.074, -7.200e-4
-0.075, -7.205e-4
-0.076, -7.211e-4
-0.077, -7.216e-4
-0.078, -7.222e-4
-0.079, -7.228e-4
-0.080, -7.233e-4
-0.081, -7.239e-4
-0.082, -7.244e-4
-0.083, -7.250e-4
-0.084, -7.255e-4
-0.085, -7.261e-4
-0.086, -7.266e-4
-0.087, -7.272e-4
-0.088, -7.277e-4
-0.089, -7.283e-4
-0.090, -7.288e-4
-0.091, -7.294e-4
-0.092, -7.299e-4
-0.093, -7.305e-4
-0.094, -7.310e-4
-0.095, -7.316e-4
-0.096, -7.321e-4
-0.097, -7.327e-4
-0.098, -7.332e-4
-0.099, -7.337e-4
-0.100, -7.343e-4
-0.101, -7.348e-4
-0.102, -7.354e-4
-0.103, -7.360e-4
-0.104, -7.365e-4
-0.105, -7.371e-4
-0.106, -7.376e-4
-0.107, -7.381e-4
-0.108, -7.387e-4
-0.109, -7.392e-4
-0.110, -7.398e-4
-0.111, -7.403e-4
-0.112, -7.408e-4
-0.113, -7.414e-4
-0.114, -7.419e-4
-0.115, -7.424e-4
-0.116, -7.430e-4
-0.117, -7.435e-4
-0.118, -7.440e-4
-0.119, -7.446e-4
-0.120, -7.451e-4
-0.121, -7.457e-4
-0.122, -7.462e-4
-0.123, -7.467e-4
-0.124, -7.472e-4
-0.125, -7.478e-4
-0.126, -7.483e-4
-0.127, -7.488e-4
-0.128, -7.494e-4
-0.129, -7.499e-4
-0.130, -7.504e-4
-0.131, -7.509e-4
-0.132, -7.514e-4
-0.133, -7.519e-4
-0.134, -7.524e-4
-0.135, -7.529e-4
-0.136, -7.534e-4
-0.137, -7.539e-4
-0.138, -7.544e-4
-0.139, -7.550e-4
-0.140, -7.555e-4
-0.141, -7.560e-4
-0.142, -7.565e-4
-0.143, -7.571e-4
-0.144, -7.576e-4
-0.145, -7.581e-4
-0.146, -7.586e-4
-0.147, -7.591e-4
-0.148, -7.596e-4
-0.149, -7.602e-4
-0.150, -7.607e-4
-0.151, -7.612e-4
-0.152, -7.617e-4
-0.153, -7.622e-4
-0.154, -7.627e-4
-0.155, -7.632e-4
-0.156, -7.637e-4
-0.157, -7.642e-4
-0.158, -7.648e-4
-0.159, -7.653e-4
-0.160, -7.658e-4
-0.161, -7.663e-4
-0.162, -7.668e-4
-0.163, -7.673e-4
-0.164, -7.678e-4
-0.165, -7.683e-4
-0.166, -7.688e-4
-0.167, -7.693e-4
-0.168, -7.698e-4
-0.169, -7.703e-4
-0.170, -7.708e-4
-0.171, -7.713e-4
-0.172, -7.718e-4
-0.173, -7.723e-4
-0.174, -7.728e-4
-0.175, -7.732e-4
-0.176, -7.737e-4
-0.177, -7.742e-4
-0.178, -7.747e-4
-0.179, -7.752e-4
-0.180, -7.757e-4
-0.181, -7.762e-4
-0.182, -7.767e-4
-0.183, -7.772e-4
-0.184, -7.776e-4
-0.185, -7.781e-4
-0.186, -7.786e-4
-0.187, -7.791e-4
-0.188, -7.796e-4
-0.189, -7.801e-4
-0.190, -7.805e-4
-0.191, -7.810e-4
-0.192, -7.815e-4
-0.193, -7.820e-4
-0.194, -7.824e-4
-0.195, -7.829e-4
-0.196, -7.834e-4
-0.197, -7.839e-4
-0.198, -7.843e-4
-0.199, -7.848e-4
-0.200, -7.853e-4
-0.201, -7.857e-4
-0.202, -7.862e-4
-0.203, -7.867e-4
-0.204, -7.871e-4
-0.205, -7.876e-4
-0.206, -7.881e-4
-0.207, -7.885e-4
-0.208, -7.890e-4
-0.209, -7.894e-4
-0.210, -7.899e-4
-0.211, -7.904e-4
-0.212, -7.908e-4
-0.213, -7.913e-4
-0.214, -7.918e-4
-0.215, -7.922e-4
-0.216, -7.927e-4
-0.217, -7.932e-4
-0.218, -7.936e-4
-0.219, -7.941e-4
-0.220, -7.945e-4
-0.221, -7.950e-4
-0.222, -7.954e-4
-0.223, -7.959e-4
-0.224, -7.963e-4
-0.225, -7.968e-4
-0.226, -7.972e-4
-0.227, -7.977e-4
-0.228, -7.981e-4
-0.229, -7.985e-4
-0.230, -7.990e-4
-0.231, -7.994e-4
-0.232, -7.999e-4
-0.233, -8.003e-4
-0.234, -8.007e-4
-0.235, -8.012e-4
-0.236, -8.016e-4
-0.237, -8.020e-4
-0.238, -8.025e-4
-0.239, -8.029e-4
-0.240, -8.033e-4
-0.241, -8.037e-4
-0.242, -8.042e-4
-0.243, -8.046e-4
-0.244, -8.050e-4
-0.245, -8.054e-4
-0.246, -8.058e-4
-0.247, -8.062e-4
-0.248, -8.067e-4
-0.249, -8.071e-4
-0.250, -8.075e-4
-0.251, -8.079e-4
-0.252, -8.083e-4
-0.253, -8.087e-4
-0.254, -8.092e-4
-0.255, -8.096e-4
-0.256, -8.100e-4
-0.257, -8.104e-4
-0.258, -8.108e-4
-0.259, -8.112e-4
-0.260, -8.116e-4
-0.261, -8.120e-4
-0.262, -8.124e-4
-0.263, -8.128e-4
-0.264, -8.132e-4
-0.265, -8.136e-4
-0.266, -8.140e-4
-0.267, -8.144e-4
-0.268, -8.148e-4
-0.269, -8.152e-4
-0.270, -8.156e-4
-0.271, -8.160e-4
-0.272, -8.163e-4
-0.273, -8.167e-4
-0.274, -8.171e-4
-0.275, -8.175e-4
-0.276, -8.179e-4
-0.277, -8.183e-4
-0.278, -8.186e-4
-0.279, -8.190e-4
-0.280, -8.194e-4
-0.281, -8.198e-4
-0.282, -8.202e-4
-0.283, -8.205e-4
-0.284, -8.209e-4
-0.285, -8.213e-4
-0.286, -8.216e-4
-0.287, -8.220e-4
-0.288, -8.224e-4
-0.289, -8.228e-4
-0.290, -8.231e-4
-0.291, -8.235e-4
-0.292, -8.239e-4
-0.293, -8.242e-4
-0.294, -8.246e-4
-0.295, -8.249e-4
-0.296, -8.253e-4
-0.297, -8.257e-4
-0.298, -8.260e-4
-0.299, -8.264e-4
-0.300, -8.267e-4
-0.301, -8.271e-4
-0.302, -8.275e-4
-0.303, -8.278e-4
-0.304, -8.282e-4
-0.305, -8.285e-4
