Jan. 16, 2025   14:29:39
Cyclic Voltammetry
0.718, 1.796e-4
0.717, 1.755e-4
0.716, 1.715e-4
0.715, 1.675e-4
0.714, 1.635e-4
0.713, 1.595e-4
0.712, 1.556e-4
0.711, 1.516e-4
0.710, 1.477e-4
0.709, 1.437e-4
0.708, 1.399e-4
0.707, 1.360e-4
0.706, 1.322e-4
0.705, 1.284e-4
0.704, 1.246e-4
0.703, 1.208e-4
0.702, 1.170e-4
0.701, 1.132e-4
0.700, 1.094e-4
0.699, 1.057e-4
0.698, 1.020e-4
0.697, 9.829e-5
0.696, 9.462e-5
0.695, 9.097e-5
0.694, 8.734e-5
0.693, 8.372e-5
0.692, 8.010e-5
0.691, 7.649e-5
0.690, 7.288e-5
0.689, 6.930e-5
0.688, 6.573e-5
0.687, 6.219e-5
0.686, 5.867e-5
0.685, 5.518e-5
0.684, 5.171e-5
0.683, 4.824e-5
0.682, 4.479e-5
0.681, 4.138e-5
0.680, 3.799e-5
0.679, 3.464e-5
0.678, 3.130e-5
0.677, 2.795e-5
0.676, 2.460e-5
0.675, 2.126e-5
0.674, 1.793e-5
0.673, 1.463e-5
0.672, 1.134e-5
0.671, 8.073e-6
0.670, 4.819e-6
0.669, 1.571e-6
0.668, -1.672e-6
0.667, -4.914e-6
0.666, -8.151e-6
0.665, -1.136e-5
0.664, -1.455e-5
0.663, -1.770e-5
0.662, -2.083e-5
0.661, -2.395e-5
0.660, -2.705e-5
0.659, -3.014e-5
0.658, -3.322e-5
0.657, -3.628e-5
0.656, -3.933e-5
0.655, -4.237e-5
0.654, -4.540e-5
0.653, -4.842e-5
0.652, -5.142e-5
0.651, -5.440e-5
0.650, -5.736e-5
0.649, -6.030e-5
0.648, -6.322e-5
0.647, -6.613e-5
0.646, -6.903e-5
0.645, -7.192e-5
0.644, -7.479e-5
0.643, -7.764e-5
0.642, -8.049e-5
0.641, -8.334e-5
0.640, -8.619e-5
0.639, -8.902e-5
0.638, -9.182e-5
0.637, -9.460e-5
0.636, -9.736e-5
0.635, -1.001e-4
0.634, -1.028e-4
0.633, -1.055e-4
0.632, -1.082e-4
0.631, -1.109e-4
0.630, -1.136e-4
0.629, -1.163e-4
0.628, -1.189e-4
0.627, -1.215e-4
0.626, -1.241e-4
0.625, -1.266e-4
0.624, -1.292e-4
0.623, -1.318e-4
0.622, -1.344e-4
0.621, -1.369e-4
0.620, -1.395e-4
0.619, -1.420e-4
0.618, -1.445e-4
0.617, -1.470e-4
0.616, -1.495e-4
0.615, -1.520e-4
0.614, -1.544e-4
0.613, -1.569e-4
0.612, -1.593e-4
0.611, -1.618e-4
0.610, -1.642e-4
0.609, -1.667e-4
0.608, -1.691e-4
0.607, -1.715e-4
0.606, -1.738e-4
0.605, -1.762e-4
0.604, -1.785e-4
0.603, -1.808e-4
0.602, -1.831e-4
0.601, -1.854e-4
0.600, -1.877e-4
0.599, -1.900e-4
0.598, -1.922e-4
0.597, -1.945e-4
0.596, -1.967e-4
0.595, -1.990e-4
0.594, -2.012e-4
0.593, -2.034e-4
0.592, -2.056e-4
0.591, -2.078e-4
0.590, -2.100e-4
0.589, -2.121e-4
0.588, -2.143e-4
0.587, -2.164e-4
0.586, -2.186e-4
0.585, -2.207e-4
0.584, -2.228e-4
0.583, -2.248e-4
0.582, -2.269e-4
0.581, -2.290e-4
0.580, -2.310e-4
0.579, -2.331e-4
0.578, -2.351e-4
0.577, -2.371e-4
0.576, -2.392e-4
0.575, -2.412e-4
0.574, -2.432e-4
0.573, -2.452e-4
0.572, -2.472e-4
0.571, -2.491e-4
0.570, -2.511e-4
0.569, -2.530e-4
0.568, -2.550e-4
0.567, -2.569e-4
0.566, -2.588e-4
0.565, -2.607e-4
0.564, -2.625e-4
0.563, -2.644e-4
0.562, -2.663e-4
0.561, -2.681e-4
0.560, -2.700e-4
0.559, -2.718e-4
0.558, -2.736e-4
0.557, -2.755e-4
0.556, -2.773e-4
0.555, -2.790e-4
0.554, -2.808e-4
0.553, -2.825e-4
0.552, -2.842e-4
0.551, -2.860e-4
0.550, -2.878e-4
0.549, -2.895e-4
0.548, -2.912e-4
0.547, -2.930e-4
0.546, -2.947e-4
0.545, -2.963e-4
0.544, -2.980e-4
0.543, -2.997e-4
0.542, -3.014e-4
0.541, -3.030e-4
0.540, -3.047e-4
0.539, -3.063e-4
0.538, -3.079e-4
0.537, -3.096e-4
0.536, -3.112e-4
0.535, -3.128e-4
0.534, -3.144e-4
0.533, -3.160e-4
0.532, -3.176e-4
0.531, -3.192e-4
0.530, -3.208e-4
0.529, -3.224e-4
0.528, -3.239e-4
0.527, -3.255e-4
0.526, -3.270e-4
0.525, -3.285e-4
0.524, -3.300e-4
0.523, -3.316e-4
0.522, -3.330e-4
0.521, -3.345e-4
0.520, -3.360e-4
0.519, -3.375e-4
0.518, -3.389e-4
0.517, -3.404e-4
0.516, -3.418e-4
0.515, -3.433e-4
0.514, -3.447e-4
0.513, -3.461e-4
0.512, -3.476e-4
0.511, -3.490e-4
0.510, -3.504e-4
0.509, -3.518e-4
0.508, -3.532e-4
0.507, -3.546e-4
0.506, -3.559e-4
0.505, -3.573e-4
0.504, -3.587e-4
0.503, -3.600e-4
0.502, -3.614e-4
0.501, -3.627e-4
0.500, -3.640e-4
0.499, -3.653e-4
0.498, -3.667e-4
0.497, -3.679e-4
0.496, -3.692e-4
0.495, -3.705e-4
0.494, -3.718e-4
0.493, -3.731e-4
0.492, -3.743e-4
0.491, -3.756e-4
0.490, -3.768e-4
0.489, -3.781e-4
0.488, -3.793e-4
0.487, -3.805e-4
0.486, -3.817e-4
0.485, -3.830e-4
0.484, -3.842e-4
0.483, -3.853e-4
0.482, -3.865e-4
0.481, -3.877e-4
0.480, -3.889e-4
0.479, -3.901e-4
0.478, -3.913e-4
0.477, -3.924e-4
0.476, -3.936e-4
0.475, -3.947e-4
0.474, -3.958e-4
0.473, -3.970e-4
0.472, -3.981e-4
0.471, -3.992e-4
0.470, -4.004e-4
0.469, -4.015e-4
0.468, -4.026e-4
0.467, -4.037e-4
0.466, -4.048e-4
0.465, -4.058e-4
0.464, -4.069e-4
0.463, -4.080e-4
0.462, -4.090e-4
0.461, -4.101e-4
0.460, -4.111e-4
0.459, -4.122e-4
0.458, -4.132e-4
0.457, -4.142e-4
0.456, -4.152e-4
0.455, -4.163e-4
0.454, -4.173e-4
0.453, -4.183e-4
0.452, -4.193e-4
0.451, -4.202e-4
0.450, -4.212e-4
0.449, -4.222e-4
0.448, -4.232e-4
0.447, -4.241e-4
0.446, -4.251e-4
0.445, -4.260e-4
0.444, -4.270e-4
0.443, -4.279e-4
0.442, -4.288e-4
0.441, -4.298e-4
0.440, -4.307e-4
0.439, -4.316e-4
0.438, -4.325e-4
0.437, -4.334e-4
0.436, -4.343e-4
0.435, -4.352e-4
0.434, -4.361e-4
0.433, -4.370e-4
0.432, -4.378e-4
0.431, -4.386e-4
0.430, -4.395e-4
0.429, -4.403e-4
0.428, -4.412e-4
0.427, -4.420e-4
0.426, -4.429e-4
0.425, -4.437e-4
0.424, -4.446e-4
0.423, -4.454e-4
0.422, -4.462e-4
0.421, -4.470e-4
0.420, -4.478e-4
0.419, -4.486e-4
0.418, -4.494e-4
0.417, -4.502e-4
0.416, -4.510e-4
0.415, -4.518e-4
0.414, -4.526e-4
0.413, -4.533e-4
0.412, -4.541e-4
0.411, -4.549e-4
0.410, -4.557e-4
0.409, -4.565e-4
0.408, -4.573e-4
0.407, -4.581e-4
0.406, -4.588e-4
0.405, -4.595e-4
0.404, -4.603e-4
0.403, -4.610e-4
0.402, -4.617e-4
0.401, -4.624e-4
0.400, -4.631e-4
0.399, -4.638e-4
0.398, -4.645e-4
0.397, -4.652e-4
0.396, -4.659e-4
0.395, -4.666e-4
0.394, -4.673e-4
0.393, -4.680e-4
0.392, -4.686e-4
0.391, -4.693e-4
0.390, -4.700e-4
0.389, -4.707e-4
0.388, -4.713e-4
0.387, -4.719e-4
0.386, -4.726e-4
0.385, -4.732e-4
0.384, -4.739e-4
0.383, -4.745e-4
0.382, -4.752e-4
0.381, -4.758e-4
0.380, -4.764e-4
0.379, -4.770e-4
0.378, -4.777e-4
0.377, -4.783e-4
0.376, -4.790e-4
0.375, -4.796e-4
0.374, -4.802e-4
0.373, -4.808e-4
0.372, -4.814e-4
0.371, -4.820e-4
0.370, -4.826e-4
0.369, -4.831e-4
0.368, -4.837e-4
0.367, -4.843e-4
0.366, -4.849e-4
0.365, -4.854e-4
0.364, -4.860e-4
0.363, -4.866e-4
0.362, -4.871e-4
0.361, -4.877e-4
0.360, -4.882e-4
0.359, -4.888e-4
0.358, -4.894e-4
0.357, -4.899e-4
0.356, -4.905e-4
0.355, -4.910e-4
0.354, -4.915e-4
0.353, -4.920e-4
0.352, -4.926e-4
0.351, -4.931e-4
0.350, -4.936e-4
0.349, -4.942e-4
0.348, -4.947e-4
0.347, -4.952e-4
0.346, -4.957e-4
0.345, -4.962e-4
0.344, -4.967e-4
0.343, -4.972e-4
0.342, -4.977e-4
0.341, -4.982e-4
0.340, -4.987e-4
0.339, -4.992e-4
0.338, -4.997e-4
0.337, -5.002e-4
0.336, -5.007e-4
0.335, -5.012e-4
0.334, -5.017e-4
0.333, -5.022e-4
0.332, -5.026e-4
0.331, -5.031e-4
0.330, -5.036e-4
0.329, -5.041e-4
0.328, -5.045e-4
0.327, -5.050e-4
0.326, -5.055e-4
0.325, -5.060e-4
0.324, -5.064e-4
0.323, -5.069e-4
0.322, -5.073e-4
0.321, -5.078e-4
0.320, -5.083e-4
0.319, -5.087e-4
0.318, -5.092e-4
0.317, -5.097e-4
0.316, -5.101e-4
0.315, -5.106e-4
0.314, -5.110e-4
0.313, -5.115e-4
0.312, -5.119e-4
0.311, -5.124e-4
0.310, -5.128e-4
0.309, -5.133e-4
0.308, -5.137e-4
0.307, -5.142e-4
0.306, -5.147e-4
0.305, -5.151e-4
0.304, -5.156e-4
0.303, -5.160e-4
0.302, -5.165e-4
0.301, -5.169e-4
0.300, -5.174e-4
0.299, -5.178e-4
0.298, -5.183e-4
0.297, -5.187e-4
0.296, -5.191e-4
0.295, -5.196e-4
0.294, -5.200e-4
0.293, -5.205e-4
0.292, -5.209e-4
0.291, -5.213e-4
0.290, -5.218e-4
0.289, -5.222e-4
0.288, -5.226e-4
0.287, -5.231e-4
0.286, -5.235e-4
0.285, -5.240e-4
0.284, -5.244e-4
0.283, -5.248e-4
0.282, -5.253e-4
0.281, -5.257e-4
0.280, -5.261e-4
0.279, -5.266e-4
0.278, -5.270e-4
0.277, -5.274e-4
0.276, -5.279e-4
0.275, -5.283e-4
0.274, -5.288e-4
0.273, -5.292e-4
0.272, -5.297e-4
0.271, -5.301e-4
0.270, -5.305e-4
0.269, -5.310e-4
0.268, -5.314e-4
0.267, -5.318e-4
0.266, -5.323e-4
0.265, -5.327e-4
0.264, -5.332e-4
0.263, -5.336e-4
0.262, -5.341e-4
0.261, -5.345e-4
0.260, -5.349e-4
0.259, -5.354e-4
0.258, -5.358e-4
0.257, -5.363e-4
0.256, -5.367e-4
0.255, -5.372e-4
0.254, -5.376e-4
0.253, -5.381e-4
0.252, -5.385e-4
0.251, -5.390e-4
0.250, -5.394e-4
0.249, -5.399e-4
0.248, -5.404e-4
0.247, -5.408e-4
0.246, -5.413e-4
0.245, -5.417e-4
0.244, -5.422e-4
0.243, -5.426e-4
0.242, -5.431e-4
0.241, -5.436e-4
0.240, -5.440e-4
0.239, -5.445e-4
0.238, -5.450e-4
0.237, -5.454e-4
0.236, -5.459e-4
0.235, -5.464e-4
0.234, -5.469e-4
0.233, -5.473e-4
0.232, -5.478e-4
0.231, -5.483e-4
0.230, -5.488e-4
0.229, -5.492e-4
0.228, -5.497e-4
0.227, -5.502e-4
0.226, -5.507e-4
0.225, -5.511e-4
0.224, -5.516e-4
0.223, -5.521e-4
0.222, -5.526e-4
0.221, -5.531e-4
0.220, -5.536e-4
0.219, -5.541e-4
0.218, -5.546e-4
0.217, -5.551e-4
0.216, -5.555e-4
0.215, -5.560e-4
0.214, -5.565e-4
0.213, -5.571e-4
0.212, -5.576e-4
0.211, -5.581e-4
0.210, -5.586e-4
0.209, -5.591e-4
0.208, -5.596e-4
0.207, -5.601e-4
0.206, -5.606e-4
0.205, -5.612e-4
0.204, -5.617e-4
0.203, -5.622e-4
0.202, -5.627e-4
0.201, -5.632e-4
0.200, -5.637e-4
0.199, -5.642e-4
0.198, -5.648e-4
0.197, -5.653e-4
0.196, -5.658e-4
0.195, -5.663e-4
0.194, -5.669e-4
0.193, -5.674e-4
0.192, -5.679e-4
0.191, -5.685e-4
0.190, -5.690e-4
0.189, -5.695e-4
0.188, -5.700e-4
0.187, -5.705e-4
0.186, -5.711e-4
0.185, -5.716e-4
0.184, -5.722e-4
0.183, -5.727e-4
0.182, -5.732e-4
0.181, -5.738e-4
0.180, -5.743e-4
0.179, -5.748e-4
0.178, -5.754e-4
0.177, -5.759e-4
0.176, -5.765e-4
0.175, -5.770e-4
0.174, -5.776e-4
0.173, -5.781e-4
0.172, -5.787e-4
0.171, -5.792e-4
0.170, -5.798e-4
0.169, -5.803e-4
0.168, -5.809e-4
0.167, -5.815e-4
0.166, -5.820e-4
0.165, -5.826e-4
0.164, -5.831e-4
0.163, -5.837e-4
0.162, -5.842e-4
0.161, -5.848e-4
0.160, -5.854e-4
0.159, -5.859e-4
0.158, -5.865e-4
0.157, -5.871e-4
0.156, -5.877e-4
0.155, -5.882e-4
0.154, -5.888e-4
0.153, -5.894e-4
0.152, -5.899e-4
0.151, -5.905e-4
0.150, -5.911e-4
0.149, -5.917e-4
0.148, -5.923e-4
0.147, -5.928e-4
0.146, -5.934e-4
0.145, -5.940e-4
0.144, -5.945e-4
0.143, -5.950e-4
0.142, -5.956e-4
0.141, -5.962e-4
0.140, -5.968e-4
0.139, -5.974e-4
0.138, -5.980e-4
0.137, -5.985e-4
0.136, -5.991e-4
0.135, -5.997e-4
0.134, -6.003e-4
0.133, -6.009e-4
0.132, -6.015e-4
0.131, -6.021e-4
0.130, -6.027e-4
0.129, -6.033e-4
0.128, -6.039e-4
0.127, -6.045e-4
0.126, -6.051e-4
0.125, -6.057e-4
0.124, -6.063e-4
0.123, -6.069e-4
0.122, -6.075e-4
0.121, -6.081e-4
0.120, -6.087e-4
0.119, -6.093e-4
0.118, -6.099e-4
0.117, -6.105e-4
0.116, -6.111e-4
0.115, -6.117e-4
0.114, -6.123e-4
0.113, -6.129e-4
0.112, -6.135e-4
0.111, -6.141e-4
0.110, -6.147e-4
0.109, -6.153e-4
0.108, -6.159e-4
0.107, -6.165e-4
0.106, -6.171e-4
0.105, -6.177e-4
0.104, -6.183e-4
0.103, -6.190e-4
0.102, -6.196e-4
0.101, -6.202e-4
0.100, -6.208e-4
0.099, -6.215e-4
0.098, -6.221e-4
0.097, -6.227e-4
0.096, -6.233e-4
0.095, -6.239e-4
0.094, -6.245e-4
0.093, -6.251e-4
0.092, -6.257e-4
0.091, -6.264e-4
0.090, -6.270e-4
0.089, -6.276e-4
0.088, -6.282e-4
0.087, -6.288e-4
0.086, -6.294e-4
0.085, -6.300e-4
0.084, -6.307e-4
0.083, -6.313e-4
0.082, -6.319e-4
0.081, -6.325e-4
0.080, -6.331e-4
0.079, -6.337e-4
0.078, -6.344e-4
0.077, -6.350e-4
0.076, -6.356e-4
0.075, -6.363e-4
0.074, -6.369e-4
0.073, -6.375e-4
0.072, -6.381e-4
0.071, -6.388e-4
0.070, -6.394e-4
0.069, -6.400e-4
0.068, -6.406e-4
0.067, -6.412e-4
0.066, -6.418e-4
0.065, -6.425e-4
0.064, -6.431e-4
0.063, -6.437e-4
0.062, -6.443e-4
0.061, -6.449e-4
0.060, -6.455e-4
0.059, -6.462e-4
0.058, -6.468e-4
0.057, -6.474e-4
0.056, -6.480e-4
0.055, -6.486e-4
0.054, -6.492e-4
0.053, -6.498e-4
0.052, -6.504e-4
0.051, -6.511e-4
0.050, -6.517e-4
0.049, -6.523e-4
0.048, -6.529e-4
0.047, -6.535e-4
0.046, -6.541e-4
0.045, -6.547e-4
0.044, -6.554e-4
0.043, -6.560e-4
0.042, -6.566e-4
0.041, -6.572e-4
0.040, -6.578e-4
0.039, -6.584e-4
0.038, -6.590e-4
0.037, -6.596e-4
0.036, -6.602e-4
0.035, -6.608e-4
0.034, -6.614e-4
0.033, -6.620e-4
0.032, -6.627e-4
0.031, -6.633e-4
0.030, -6.639e-4
0.029, -6.645e-4
0.028, -6.651e-4
0.027, -6.657e-4
0.026, -6.663e-4
0.025, -6.669e-4
0.024, -6.675e-4
0.023, -6.681e-4
0.022, -6.687e-4
0.021, -6.693e-4
0.020, -6.699e-4
0.019, -6.705e-4
0.018, -6.711e-4
0.017, -6.717e-4
0.016, -6.723e-4
0.015, -6.729e-4
0.014, -6.735e-4
0.013, -6.742e-4
0.012, -6.748e-4
0.011, -6.754e-4
0.010, -6.760e-4
0.009, -6.766e-4
0.008, -6.772e-4
0.007, -6.777e-4
0.006, -6.784e-4
0.005, -6.789e-4
0.004, -6.795e-4
0.003, -6.801e-4
0.002, -6.807e-4
0.001, -6.813e-4
0.000, -6.820e-4
-0.001, -6.826e-4
-0.002, -6.832e-4
-0.003, -6.838e-4
-0.004, -6.844e-4
-0.005, -6.850e-4
-0.006, -6.856e-4
-0.007, -6.862e-4
-0.008, -6.868e-4
-0.009, -6.874e-4
-0.010, -6.879e-4
-0.011, -6.885e-4
-0.012, -6.891e-4
-0.013, -6.896e-4
-0.014, -6.902e-4
-0.015, -6.908e-4
-0.016, -6.914e-4
-0.017, -6.920e-4
-0.018, -6.925e-4
-0.019, -6.931e-4
-0.020, -6.937e-4
-0.021, -6.942e-4
-0.022, -6.948e-4
-0.023, -6.954e-4
-0.024, -6.959e-4
-0.025, -6.965e-4
-0.026, -6.971e-4
-0.027, -6.976e-4
-0.028, -6.982e-4
-0.029, -6.988e-4
-0.030, -6.993e-4
-0.031, -6.999e-4
-0.032, -7.004e-4
-0.033, -7.010e-4
-0.034, -7.016e-4
-0.035, -7.021e-4
-0.036, -7.027e-4
-0.037, -7.032e-4
-0.038, -7.038e-4
-0.039, -7.043e-4
-0.040, -7.049e-4
-0.041, -7.054e-4
-0.042, -7.060e-4
-0.043, -7.065e-4
-0.044, -7.071e-4
-0.045, -7.076e-4
-0.046, -7.082e-4
-0.047, -7.087e-4
-0.048, -7.093e-4
-0.049, -7.098e-4
-0.050, -7.103e-4
-0.051, -7.109e-4
-0.052, -7.114e-4
-0.053, -7.119e-4
-0.054, -7.125e-4
-0.055, -7.130e-4
-0.056, -7.136e-4
-0.057, -7.141e-4
-0.058, -7.147e-4
-0.059, -7.152e-4
-0.060, -7.157e-4
-0.061, -7.162e-4
-0.062, -7.168e-4
-0.063, -7.173e-4
-0.064, -7.178e-4
-0.065, -7.183e-4
-0.066, -7.189e-4
-0.067, -7.194e-4
-0.068, -7.199e-4
-0.069, -7.204e-4
-0.070, -7.209e-4
-0.071, -7.214e-4
-0.072, -7.220e-4
-0.073, -7.225e-4
-0.074, -7.230e-4
-0.075, -7.235e-4
-0.076, -7.240e-4
-0.077, -7.245e-4
-0.078, -7.250e-4
-0.079, -7.255e-4
-0.080, -7.260e-4
-0.081, -7.265e-4
-0.082, -7.270e-4
-0.083, -7.274e-4
-0.084, -7.279e-4
-0.085, -7.284e-4
-0.086, -7.289e-4
-0.087, -7.294e-4
-0.088, -7.299e-4
-0.089, -7.304e-4
-0.090, -7.309e-4
-0.091, -7.314e-4
-0.092, -7.319e-4
-0.093, -7.323e-4
-0.094, -7.328e-4
-0.095, -7.333e-4
-0.096, -7.338e-4
-0.097, -7.342e-4
-0.098, -7.347e-4
-0.099, -7.352e-4
-0.100, -7.357e-4
-0.101, -7.361e-4
-0.102, -7.366e-4
-0.103, -7.371e-4
-0.104, -7.376e-4
-0.105, -7.381e-4
-0.106, -7.385e-4
-0.107, -7.390e-4
-0.108, -7.395e-4
-0.109, -7.399e-4
-0.110, -7.404e-4
-0.111, -7.408e-4
-0.112, -7.413e-4
-0.113, -7.417e-4
-0.114, -7.422e-4
-0.115, -7.426e-4
-0.116, -7.431e-4
-0.117, -7.435e-4
-0.118, -7.440e-4
-0.119, -7.445e-4
-0.120, -7.449e-4
-0.121, -7.453e-4
-0.122, -7.458e-4
-0.123, -7.462e-4
-0.124, -7.466e-4
-0.125, -7.471e-4
-0.126, -7.475e-4
-0.127, -7.479e-4
-0.128, -7.483e-4
-0.129, -7.487e-4
-0.130, -7.492e-4
-0.131, -7.496e-4
-0.132, -7.500e-4
-0.133, -7.504e-4
-0.134, -7.508e-4
-0.135, -7.512e-4
-0.136, -7.516e-4
-0.137, -7.520e-4
-0.138, -7.524e-4
-0.139, -7.527e-4
-0.140, -7.531e-4
-0.141, -7.535e-4
-0.142, -7.539e-4
-0.143, -7.543e-4
-0.144, -7.546e-4
-0.145, -7.550e-4
-0.146, -7.554e-4
-0.147, -7.558e-4
-0.148, -7.562e-4
-0.149, -7.565e-4
-0.150, -7.569e-4
-0.151, -7.573e-4
-0.152, -7.576e-4
-0.153, -7.580e-4
-0.154, -7.583e-4
-0.155, -7.587e-4
-0.156, -7.591e-4
-0.157, -7.594e-4
-0.158, -7.598e-4
-0.159, -7.601e-4
-0.160, -7.604e-4
-0.161, -7.608e-4
-0.162, -7.611e-4
-0.163, -7.614e-4
-0.164, -7.618e-4
-0.165, -7.621e-4
-0.166, -7.624e-4
-0.167, -7.627e-4
-0.168, -7.630e-4
-0.169, -7.634e-4
-0.170, -7.637e-4
-0.171, -7.640e-4
-0.172, -7.643e-4
-0.173, -7.646e-4
-0.174, -7.649e-4
-0.175, -7.652e-4
-0.176, -7.655e-4
-0.177, -7.658e-4
-0.178, -7.660e-4
-0.179, -7.663e-4
-0.180, -7.666e-4
-0.181, -7.669e-4
-0.182, -7.671e-4
-0.183, -7.674e-4
-0.184, -7.677e-4
-0.185, -7.680e-4
-0.186, -7.682e-4
-0.187, -7.685e-4
-0.188, -7.688e-4
-0.189, -7.690e-4
-0.190, -7.693e-4
-0.191, -7.695e-4
-0.192, -7.698e-4
-0.193, -7.700e-4
-0.194, -7.702e-4
-0.195, -7.705e-4
-0.196, -7.707e-4
-0.197, -7.709e-4
-0.198, -7.712e-4
-0.199, -7.714e-4
-0.200, -7.716e-4
-0.201, -7.718e-4
-0.202, -7.721e-4
-0.203, -7.723e-4
-0.204, -7.725e-4
-0.205, -7.727e-4
-0.206, -7.729e-4
-0.207, -7.731e-4
-0.208, -7.733e-4
-0.209, -7.735e-4
-0.210, -7.737e-4
-0.211, -7.739e-4
-0.212, -7.741e-4
-0.213, -7.743e-4
-0.214, -7.745e-4
-0.215, -7.747e-4
-0.216, -7.748e-4
-0.217, -7.750e-4
-0.218, -7.752e-4
-0.219, -7.754e-4
-0.220, -7.756e-4
-0.221, -7.757e-4
-0.222, -7.759e-4
-0.223, -7.761e-4
-0.224, -7.762e-4
-0.225, -7.764e-4
-0.226, -7.765e-4
-0.227, -7.767e-4
-0.228, -7.768e-4
-0.229, -7.770e-4
-0.230, -7.771e-4
-0.231, -7.773e-4
-0.232, -7.774e-4
-0.233, -7.775e-4
-0.234, -7.777e-4
-0.235, -7.778e-4
-0.236, -7.780e-4
-0.237, -7.781e-4
-0.238, -7.782e-4
-0.239, -7.783e-4
-0.240, -7.785e-4
-0.241, -7.786e-4
-0.242, -7.787e-4
-0.243, -7.788e-4
-0.244, -7.789e-4
-0.245, -7.790e-4
-0.246, -7.791e-4
-0.247, -7.792e-4
-0.248, -7.793e-4
-0.249, -7.794e-4
-0.250, -7.795e-4
-0.251, -7.796e-4
-0.252, -7.797e-4
-0.253, -7.798e-4
-0.254, -7.799e-4
-0.255, -7.800e-4
-0.256, -7.800e-4
-0.257, -7.801e-4
-0.258, -7.802e-4
-0.259, -7.803e-4
-0.260, -7.803e-4
-0.261, -7.804e-4
-0.262, -7.805e-4
-0.263, -7.805e-4
-0.264, -7.806e-4
-0.265, -7.806e-4
-0.266, -7.807e-4
-0.267, -7.807e-4
-0.268, -7.808e-4
-0.269, -7.808e-4
-0.270, -7.808e-4
-0.271, -7.809e-4
-0.272, -7.809e-4
-0.273, -7.810e-4
-0.274, -7.810e-4
-0.275, -7.810e-4
-0.276, -7.810e-4
-0.277, -7.811e-4
-0.278, -7.811e-4
-0.279, -7.811e-4
-0.280, -7.811e-4
